Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,2030,USD,87.986611,9.14,91.691472,8.24
US900123AW05,05.02.2025,2350,USD,91.195153,9.33,95.297583,8.46
US900123CJ75,14.04.2026,2783,USD,77.498556,8.63,81.182583,7.88
US900123CK49,09.10.2026,2961,USD,79.646375,8.77,83.339083,8.05
US900123CL22,25.03.2027,3128,USD,84.919333,9.0,88.627667,8.33
US900123CP36,17.02.2028,3457,USD,76.847069,8.81,79.54325,8.33
US900123CQ19,24.10.2028,3707,USD,83.34475,8.98,87.054819,8.37
US900123AL40,15.01.2030,4155,USD,120.767375,9.11,125.432306,8.56
US900123AT75,14.02.2034,5646,USD,92.012556,9.01,96.123667,8.51
US900123AY60,17.03.2036,6408,USD,84.757847,8.97,88.853333,8.46
US900123BB58,05.03.2038,7126,USD,87.926306,8.96,92.027,8.48
US900123BG46,30.05.2040,7943,USD,80.6825,8.96,84.77625,8.47
US900123BJ84,14.01.2041,8172,USD,73.417667,8.82,77.501,8.31
US900123CB40,16.04.2043,8994,USD,67.568583,8.11,71.511292,7.63
US900123CG37,17.02.2045,9667,USD,77.743236,8.84,81.71025,8.39
US900123CM05,11.05.2047,10480,USD,71.592972,8.59,75.547833,8.13
XS1629918415,14.06.2025,2479,EUR,81.899521,6.8,85.935137,5.97
