Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,1850,USD,99.192000,7.61,100.872556,7.22
US900123CF53,22.03.2024,1940,USD,92.594139,7.72,94.758028,7.22
US900123AW05,05.02.2025,2260,USD,99.726417,7.91,102.033361,7.45
US900123CJ75,14.04.2026,2693,USD,81.344250,7.71,83.491472,7.29
US900123CK49,09.10.2026,2871,USD,83.688083,7.81,85.842250,7.41
US900123CL22,25.03.2027,3038,USD,89.359667,7.95,91.526333,7.58
US900123CP36,17.02.2028,3367,USD,84.015083,7.81,86.172028,7.46
US900123CQ19,24.10.2028,3617,USD,87.860486,8.01,90.028542,7.68
US900123AL40,15.01.2030,4065,USD,132.435139,8.02,135.417083,7.69
US900123AT75,14.02.2034,5556,USD,98.903333,8.40,101.467222,8.11
US900123AY60,17.03.2036,6318,USD,87.437000,8.42,89.988389,8.12
US900123BB58,05.03.2038,7036,USD,90.686667,8.41,93.242222,8.13
US900123BG46,30.05.2040,7853,USD,87.796250,8.32,86.971250,8.04
US900123BJ84,14.01.2041,8082,USD,79.795000,8.22,82.211667,7.94
US900123CB40,16.04.2043,8904,USD,69.497292,7.72,71.901458,7.45
US900123CG37,17.02.2045,9577,USD,84.033083,8.30,86.456694,8.05
US900123CM05,11.05.2047,10390,USD,74.201500,8.11,76.615389,7.85
XS1629918415,14.06.2025,2389,EUR,89.588890,5.46,91.724507,5.05
XS1909184753,16.02.2026,2636,EUR,97.744699,5.63,98.901685,5.44
