Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,2584,USD,103.661806,5.53,107.241667,4.94
US900123AW05,05.02.2025,2904,USD,111.243750,5.66,114.716181,5.16
US900123CJ75,14.04.2026,3337,USD,91.572917,5.66,94.881944,5.18
US900123CK49,09.10.2026,3515,USD,95.544583,5.73,98.987292,5.26
US900123CL22,25.03.2027,3682,USD,101.875000,5.81,105.058333,5.41
US900123AL40,15.01.2030,4709,USD,152.878472,6.05,156.543403,5.75
US900123AT75,14.02.2034,6200,USD,117.200000,6.35,120.811111,6.05
US900123AY60,17.03.2036,6962,USD,108.229167,6.39,111.824653,6.09
US900123BB58,05.03.2038,7680,USD,112.758333,6.43,116.359028,6.15
US900123BG46,30.05.2040,8497,USD,105.806250,6.40,109.400000,6.12
US900123BJ84,14.01.2041,8726,USD,96.025000,6.38,99.608333,6.09
US900123CB40,16.04.2043,9548,USD,84.844792,6.18,88.412500,5.88
US900123CG37,17.02.2045,10221,USD,103.735417,6.35,107.327431,6.09
