Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CW86,14.11.2024,69,USD,100.835222,10.32,102.778444,0.12
US900123AW05,05.02.2025,152,USD,100.723069,7.11,102.372014,3.19
US900123CX69,13.03.2025,188,USD,100.576361,7.17,102.546583,3.34
US900123CZ18,14.10.2025,403,USD,102.804583,6.09,104.879417,4.20
US900123DB31,26.01.2026,507,USD,99.098778,5.83,100.872556,4.53
US900123CJ75,14.04.2026,585,USD,99.255389,5.85,101.225611,4.57
US900123CK49,09.10.2026,763,USD,100.036625,5.88,101.999792,4.90
US900123CL22,25.03.2027,930,USD,102.763333,5.96,104.779000,5.14
USM88269US88,24.09.2027,1113,USD,110.973000,6.01,113.060556,5.32
US900123DF45,15.01.2028,1226,USD,112.359958,6.20,114.420681,5.59
US900123CP36,17.02.2028,1259,USD,97.353486,6.07,99.145431,5.51
US900123CQ19,24.10.2028,1509,USD,102.116833,6.16,103.947889,5.67
US900123DH01,14.03.2029,1650,USD,115.577167,6.50,117.592333,6.04
US900123CT57,26.04.2029,1693,USD,106.851472,6.58,109.017194,6.07
US900123AL40,15.01.2030,1957,USD,128.547292,5.94,130.929236,5.51
US900123CY43,13.03.2030,2014,USD,96.625917,6.54,98.823250,6.06
US900123DJ66,13.07.2030,2136,USD,112.830403,6.72,114.878792,6.33
US900123DA57,15.01.2031,2322,USD,96.051917,6.89,98.169028,6.48
US900123DC14,26.06.2031,2484,USD,95.524361,6.92,97.645639,6.53
US900123DL13,17.07.2032,2871,USD,101.729792,7.00,103.566958,6.71
US900123DG28,19.01.2033,3057,USD,115.728958,7.05,117.817125,6.76
US900123DD96,20.09.2033,3301,USD,99.412222,7.04,101.600444,6.72
US900123AT75,14.02.2034,3448,USD,108.611889,6.82,110.641778,6.55
US900123DK30,15.05.2034,3538,USD,106.103042,7.08,108.040764,6.82
US900123AY60,17.03.2036,4210,USD,100.257431,7.26,102.239819,7.01
US900123BB58,05.03.2038,4928,USD,100.713139,7.17,102.906694,6.93
US900123BG46,30.05.2040,5745,USD,94.912000,7.50,97.374000,7.23
US900123BJ84,14.01.2041,5974,USD,86.068667,7.59,88.255333,7.34
US900123CB40,16.04.2043,6796,USD,74.751833,7.63,76.568000,7.41
US900123CG37,17.02.2045,7469,USD,88.647653,7.78,90.510264,7.59
US900123CM05,11.05.2047,8282,USD,80.452806,7.77,82.241694,7.58
XS1843443356,31.03.2025,206,EUR,101.728726,5.04,103.485411,1.99
XS1629918415,14.06.2025,281,EUR,99.625945,4.73,101.540562,2.22
XS1909184753,16.02.2026,528,EUR,103.818153,4.50,105.768984,3.14
XS2361850527,08.07.2027,1035,EUR,100.748178,4.36,102.903123,3.56
XS2790222116,21.05.2030,2083,EUR,104.271205,5.54,106.217589,5.15
