Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123AW05,05.02.2025,26,USD,102.893347,11.11,104.005292,0.00
US900123CX69,13.03.2025,62,USD,100.744250,7.83,101.908472,1.30
US900123CZ18,14.10.2025,277,USD,102.050917,5.64,103.291750,4.04
US900123DB31,26.01.2026,381,USD,101.091889,5.82,102.408667,4.56
US900123CJ75,14.04.2026,459,USD,98.970278,5.95,100.280500,4.90
US900123CK49,09.10.2026,637,USD,99.310292,6.05,100.838458,5.14
US900123CL22,25.03.2027,804,USD,101.255000,6.24,102.888667,5.47
USM88269US88,24.09.2027,987,USD,108.375222,6.21,110.050778,5.59
US900123DF45,15.01.2028,1100,USD,114.222347,6.39,115.902069,5.83
US900123CP36,17.02.2028,1133,USD,98.150764,6.53,99.797708,5.95
US900123CQ19,24.10.2028,1383,USD,99.811056,6.57,101.483111,6.08
US900123DH01,14.03.2029,1524,USD,112.165833,6.82,113.863000,6.39
US900123CT57,26.04.2029,1567,USD,104.119361,6.92,105.810083,6.49
US900123AL40,15.01.2030,1831,USD,129.112569,6.36,131.304514,5.93
US900123CY43,13.03.2030,1888,USD,93.914250,7.07,95.862583,6.62
US900123DJ66,13.07.2030,2010,USD,113.733458,7.07,111.082347,6.69
US900123DA57,15.01.2031,2196,USD,96.475361,7.29,98.361472,6.90
US900123DC14,26.06.2031,2358,USD,92.770472,7.34,94.665750,6.97
US900123DL13,17.07.2032,2745,USD,101.390958,7.48,103.196125,7.18
US900123DG28,19.01.2033,2931,USD,115.500125,7.52,117.434292,7.23
US900123DD96,20.09.2033,3175,USD,95.461111,7.53,97.456333,7.22
US900123AT75,14.02.2034,3322,USD,107.317444,7.38,109.416333,7.08
US900123DK30,15.05.2034,3412,USD,101.444931,7.58,103.222653,7.33
US900123DN78,03.01.2035,3645,USD,92.379389,7.62,94.138611,7.37
US900123AY60,17.03.2036,4084,USD,96.314986,7.66,98.307375,7.40
US900123BB58,05.03.2038,4802,USD,101.187361,7.41,103.440917,7.15
US900123BG46,30.05.2040,5619,USD,89.898000,7.99,92.087000,7.73
US900123BJ84,14.01.2041,5848,USD,0.000000,0.00,0.000000,0.00
US900123CB40,16.04.2043,6670,USD,69.447500,8.27,71.394667,8.01
US900123CG37,17.02.2045,7343,USD,85.668597,8.38,87.638208,8.16
US900123CM05,11.05.2047,8156,USD,74.277361,8.42,76.228250,8.18
XS1843443356,31.03.2025,80,EUR,103.176301,6.41,104.817986,0.00
XS1629918415,14.06.2025,155,EUR,101.143863,4.90,102.839479,0.96
XS1909184753,16.02.2026,402,EUR,106.116317,3.83,107.947148,2.18
XS2361850527,08.07.2027,909,EUR,103.397452,3.87,105.262397,3.10
XS2790222116,21.05.2030,1957,EUR,108.441288,5.06,110.272671,4.69
