Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CF53,22.03.2024,18,USD,101.887500,19.38,103.492444,0.00
US900123CV04,10.08.2024,159,USD,100.025333,7.27,101.688611,3.42
US900123CW86,14.11.2024,255,USD,100.879111,6.83,102.544222,4.39
US900123AW05,05.02.2025,338,USD,101.081097,6.81,102.895069,4.81
US900123CX69,13.03.2025,374,USD,99.241750,7.11,101.069361,5.24
US900123CZ18,14.10.2025,589,USD,101.697167,6.89,103.594583,5.66
US900123DB31,26.01.2026,693,USD,96.729389,6.90,98.720778,5.77
US900123CJ75,14.04.2026,771,USD,96.425778,6.95,98.424389,5.91
US900123CK49,09.10.2026,949,USD,97.071542,6.96,99.080625,6.10
US900123CL22,25.03.2027,1116,USD,99.782000,7.06,101.838333,6.31
USM88269US88,24.09.2027,1299,USD,108.219222,7.17,110.287000,6.54
US900123DF45,15.01.2028,1412,USD,109.761097,7.33,111.808958,6.76
US900123CP36,17.02.2028,1445,USD,93.219014,7.20,95.322486,6.57
US900123CQ19,24.10.2028,1695,USD,97.961806,7.22,100.042833,6.68
US900123DH01,14.03.2029,1836,USD,111.795083,7.58,113.851167,7.12
US900123CT57,26.04.2029,1879,USD,103.361111,7.47,105.450472,6.99
US900123AL40,15.01.2030,2143,USD,123.859319,7.16,126.485292,6.68
US900123CY43,13.03.2030,2200,USD,91.053750,7.66,93.164917,7.19
US900123DJ66,13.07.2030,2322,USD,107.835708,7.80,109.910403,7.41
US900123DA57,15.01.2031,2508,USD,91.412861,7.74,93.579917,7.31
US900123DC14,26.06.2031,2670,USD,90.944722,7.72,93.104361,7.31
US900123DG28,19.01.2033,3243,USD,110.509875,7.89,112.646958,7.58
US900123DD96,20.09.2033,3487,USD,94.613111,7.75,96.722222,7.43
US900123AT75,14.02.2034,3634,USD,102.514444,7.70,104.741889,7.39
US900123DK30,15.05.2034,3724,USD,98.677431,7.88,100.534792,7.61
US900123AY60,17.03.2036,4396,USD,94.831236,7.97,97.099431,7.66
US900123BB58,05.03.2038,5114,USD,0.000000,0.00,0.000000,0.00
US900123BG46,30.05.2040,5931,USD,88.625500,8.23,91.060000,7.94
US900123BJ84,14.01.2041,6160,USD,80.498333,8.25,82.649667,7.98
US900123CB40,16.04.2043,6982,USD,69.610750,8.26,71.673833,7.98
US900123CG37,17.02.2045,7655,USD,83.435847,8.34,85.576653,8.10
US900123CM05,11.05.2047,8468,USD,75.184861,8.37,77.253806,8.12
XS1843443356,31.03.2025,392,EUR,104.306811,4.60,106.216085,2.78
XS1629918415,14.06.2025,467,EUR,100.834262,4.48,102.755022,2.92
XS1909184753,16.02.2026,714,EUR,101.506530,4.51,103.557945,3.42
XS2361850527,08.07.2027,1221,EUR,101.825852,4.71,103.932760,4.03
