Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,1069,USD,108.127472,4.44,110.465750,3.64
US900123CF53,22.03.2024,1159,USD,105.348778,4.55,107.765722,3.76
US900123CV04,10.08.2024,1300,USD,108.249944,4.67,110.648222,3.97
US900123CW86,14.11.2024,1396,USD,104.219556,4.67,106.660667,3.99
US900123AW05,05.02.2025,1479,USD,112.706236,4.80,115.331208,4.13
US900123CX69,13.03.2025,1515,USD,99.604694,4.75,102.128306,4.08
US900123CZ18,14.10.2025,1730,USD,107.865583,4.89,110.383000,4.32
US900123CJ75,14.04.2026,1912,USD,98.001722,4.93,100.514333,4.38
US900123CK49,09.10.2026,2090,USD,100.131625,5.12,102.633708,4.62
US900123CL22,25.03.2027,2257,USD,105.285333,5.35,107.835667,4.88
US900123CP36,17.02.2028,2586,USD,100.499653,5.41,102.951125,4.99
US900123CQ19,24.10.2028,2836,USD,104.844167,5.58,107.346194,5.19
US900123CT57,26.04.2029,3020,USD,113.852806,5.76,116.402167,5.41
US900123AL40,15.01.2030,3284,USD,141.840958,5.84,144.829931,5.51
US900123CY43,13.03.2030,3341,USD,98.297917,5.75,100.987083,5.37
US900123DA57,15.01.2031,3649,USD,100.981278,5.92,103.632333,5.57
US900123AT75,14.02.2034,4775,USD,118.259222,6.32,121.213667,6.02
US900123AY60,17.03.2036,5537,USD,106.037764,6.48,108.872958,6.20
US900123BB58,05.03.2038,6255,USD,109.907472,6.54,112.677750,6.29
US900123BG46,30.05.2040,7072,USD,101.997000,6.65,105.011500,6.38
US900123BJ84,14.01.2041,7301,USD,93.309667,6.61,96.153000,6.35
US900123CB40,16.04.2043,8123,USD,83.191833,6.41,85.825917,6.16
US900123CG37,17.02.2045,8796,USD,101.193819,6.76,103.893625,6.53
US900123CM05,11.05.2047,9609,USD,89.925139,6.65,92.614083,6.42
XS1843443356,31.03.2025,1533,EUR,108.731671,3.32,111.385014,2.67
XS1629918415,14.06.2025,1608,EUR,101.465096,3.36,104.165904,2.71
XS1909184753,16.02.2026,1855,EUR,112.064978,3.61,115.200393,2.96
