Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CF53,22.03.2024,1,USD,0.000000,0.00,0.000000,0.00
US900123CV04,10.08.2024,142,USD,100.235194,7.60,102.071750,2.88
US900123CW86,14.11.2024,238,USD,101.200556,6.83,103.052778,3.96
US900123AW05,05.02.2025,321,USD,101.350361,6.87,103.284306,4.66
US900123CX69,13.03.2025,357,USD,97.556444,6.98,99.499667,4.94
US900123CZ18,14.10.2025,572,USD,102.113208,6.83,104.084042,5.53
US900123DB31,26.01.2026,676,USD,97.140694,6.84,99.196472,5.67
US900123CJ75,14.04.2026,754,USD,96.993472,6.81,99.057694,5.74
US900123CK49,09.10.2026,932,USD,97.758750,6.80,99.832917,5.91
US900123CL22,25.03.2027,1099,USD,0.000000,0.00,102.205000,6.29
USM88269US88,24.09.2027,1282,USD,0.000000,0.00,106.408889,6.53
US900123DF45,15.01.2028,1395,USD,110.202417,7.31,112.305139,6.73
US900123CP36,17.02.2028,1428,USD,93.497028,7.21,95.590972,6.58
US900123CQ19,24.10.2028,1678,USD,98.326042,7.21,100.437097,6.67
US900123DH01,14.03.2029,1819,USD,107.230292,7.65,109.338458,7.18
US900123CT57,26.04.2029,1862,USD,103.326181,7.56,105.453903,7.08
US900123AL40,15.01.2030,2126,USD,124.409083,7.13,127.014028,6.67
US900123CY43,13.03.2030,2183,USD,88.501667,7.71,90.683000,7.24
US900123DJ66,13.07.2030,2305,USD,107.976611,7.85,110.102000,7.45
US900123DA57,15.01.2031,2491,USD,91.420833,7.80,93.536944,7.39
US900123DC14,26.06.2031,2653,USD,90.967153,7.78,93.075431,7.39
US900123DG28,19.01.2033,3226,USD,110.697583,7.92,112.845750,7.62
US900123DD96,20.09.2033,3470,USD,91.401056,7.80,93.627278,7.46
US900123AT75,14.02.2034,3617,USD,102.519222,7.75,104.874111,7.43
US900123DK30,15.05.2034,3707,USD,98.765500,7.92,100.665222,7.65
US900123AY60,17.03.2036,4379,USD,91.578389,7.99,93.880778,7.69
US900123BB58,05.03.2038,5097,USD,93.737222,8.04,96.180778,7.75
US900123BG46,30.05.2040,5914,USD,88.593250,8.28,91.061250,7.98
US900123BJ84,14.01.2041,6143,USD,80.541667,8.29,82.855333,8.00
US900123CB40,16.04.2043,6965,USD,69.511958,8.31,71.603125,8.03
US900123CG37,17.02.2045,7638,USD,83.472694,8.38,85.652306,8.13
US900123CM05,11.05.2047,8451,USD,75.164389,8.41,77.348278,8.15
XS1843443356,31.03.2025,375,EUR,104.313634,4.81,106.154180,3.00
XS1629918415,14.06.2025,450,EUR,100.580219,4.88,102.512738,3.26
XS1909184753,16.02.2026,697,EUR,100.905060,4.96,102.977891,3.84
XS2361850527,08.07.2027,1204,EUR,101.155063,5.01,103.279877,4.32
