Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,1065,USD,108.695028,4.26,111.055583,3.46
US900123CF53,22.03.2024,1155,USD,106.104667,4.32,108.503556,3.54
US900123CV04,10.08.2024,1296,USD,108.8005,4.52,111.196056,3.83
US900123CW86,14.11.2024,1392,USD,104.812778,4.51,107.195,3.86
US900123AW05,05.02.2025,1475,USD,113.300181,4.66,115.832125,4.03
US900123CX69,13.03.2025,1511,USD,100.258917,4.59,102.656139,3.96
US900123CZ18,14.10.2025,1726,USD,108.378417,4.79,110.80925,4.25
US900123CJ75,14.04.2026,1908,USD,98.466944,4.84,101.009167,4.29
US900123CK49,09.10.2026,2086,USD,100.869792,4.98,103.248958,4.51
US900123CL22,25.03.2027,2253,USD,106.023,5.22,108.559667,4.76
US900123CP36,17.02.2028,2582,USD,101.090597,5.32,103.582542,4.9
US900123CQ19,24.10.2028,2832,USD,105.242222,5.52,107.780278,5.14
US900123CT57,26.04.2029,3016,USD,114.533528,5.67,117.07825,5.33
US900123AL40,15.01.2030,3280,USD,142.676903,5.76,145.668847,5.43
US900123CY43,13.03.2030,3337,USD,98.75425,5.69,101.497583,5.31
US900123DA57,15.01.2031,3645,USD,101.218389,5.89,103.7995,5.56
US900123AT75,14.02.2034,4771,USD,119.014111,6.25,121.943,5.96
US900123AY60,17.03.2036,5533,USD,107.026153,6.39,109.902542,6.11
US900123BB58,05.03.2038,6251,USD,110.901028,6.46,113.681583,6.21
US900123BG46,30.05.2040,7068,USD,103.061,6.56,106.021,6.3
US900123BJ84,14.01.2041,7297,USD,94.182333,6.54,96.944,6.29
US900123CB40,16.04.2043,8119,USD,83.908,6.34,86.697167,6.09
US900123CG37,17.02.2045,8792,USD,102.322431,6.67,105.001042,6.45
US900123CM05,11.05.2047,9605,USD,90.808028,6.58,93.461917,6.36
XS1843443356,31.03.2025,1529,EUR,108.989356,3.27,111.620041,2.62
XS1629918415,14.06.2025,1604,EUR,101.650712,3.33,104.411329,2.66
XS1909184753,16.02.2026,1851,EUR,112.227809,3.58,115.294639,2.96
