Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123AW05,05.02.2025,68,USD,102.426417,6.72,103.601361,0.48
US900123CX69,13.03.2025,104,USD,100.187222,6.70,101.570444,1.97
US900123CZ18,14.10.2025,319,USD,101.524875,5.50,103.076708,3.75
US900123DB31,26.01.2026,423,USD,100.829917,5.46,102.090694,4.37
US900123CJ75,14.04.2026,501,USD,98.720250,5.63,100.188472,4.54
US900123CK49,09.10.2026,679,USD,99.267083,5.68,100.882250,4.79
US900123CL22,25.03.2027,846,USD,101.481667,5.80,103.156333,5.06
USM88269US88,24.09.2027,1029,USD,108.573778,5.86,110.333333,5.23
US900123DF45,15.01.2028,1142,USD,114.720694,5.95,116.434417,5.41
US900123CP36,17.02.2028,1175,USD,98.759083,6.06,100.323028,5.53
US900123CQ19,24.10.2028,1425,USD,100.718486,6.09,102.252542,5.66
US900123DH01,14.03.2029,1566,USD,112.977125,6.39,114.693292,5.98
US900123CT57,26.04.2029,1609,USD,105.003958,6.48,106.748681,6.06
US900123AL40,15.01.2030,1873,USD,130.354139,5.93,132.739083,5.48
US900123CY43,13.03.2030,1930,USD,95.049333,6.62,96.981667,6.19
US900123DJ66,13.07.2030,2052,USD,114.702222,6.69,116.547611,6.33
US900123DA57,15.01.2031,2238,USD,97.860722,6.83,99.837833,6.44
US900123DC14,26.06.2031,2400,USD,97.048875,6.92,99.011153,6.55
US900123DL13,17.07.2032,2787,USD,102.865500,7.08,104.617667,6.80
US900123DG28,19.01.2033,2973,USD,117.378417,7.08,119.237583,6.82
US900123DD96,20.09.2033,3217,USD,97.231833,7.12,99.254056,6.81
US900123AT75,14.02.2034,3364,USD,109.602333,6.92,111.621222,6.64
US900123DK30,15.05.2034,3454,USD,103.389528,7.17,105.203250,6.92
US900123DN78,03.01.2035,3687,USD,96.188111,7.18,97.856333,6.95
US900123AY60,17.03.2036,4126,USD,98.497000,7.25,100.483389,7.00
US900123BB58,05.03.2038,4844,USD,102.787667,7.12,105.129222,6.86
US900123BG46,30.05.2040,5661,USD,95.917250,7.57,0.000000,0.00
US900123BJ84,14.01.2041,5890,USD,86.249000,7.75,88.281667,7.52
US900123CB40,16.04.2043,6712,USD,72.163292,7.81,74.087458,7.57
US900123CG37,17.02.2045,7385,USD,88.519083,7.96,90.479694,7.76
US900123CM05,11.05.2047,8198,USD,77.184500,7.98,79.078389,7.77
XS1843443356,31.03.2025,122,EUR,103.029110,4.63,104.682795,0.00
XS1629918415,14.06.2025,197,EUR,100.956890,4.21,102.644507,1.12
XS1909184753,16.02.2026,444,EUR,105.899596,3.63,107.893426,2.00
XS2361850527,08.07.2027,951,EUR,102.898027,3.89,104.936973,3.08
XS2790222116,21.05.2030,1999,EUR,108.638260,4.89,110.407644,4.54
