Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123AW05,05.02.2025,56,USD,102.635250,6.83,103.768222,0.00
US900123CX69,13.03.2025,92,USD,100.478889,6.41,101.697500,1.68
US900123CZ18,14.10.2025,307,USD,101.849375,5.33,103.114792,3.83
US900123DB31,26.01.2026,411,USD,100.951250,5.52,102.241639,4.34
US900123CJ75,14.04.2026,489,USD,98.947917,5.60,100.255528,4.59
US900123CK49,09.10.2026,667,USD,99.440583,5.69,100.955667,4.82
US900123CL22,25.03.2027,834,USD,101.794667,5.75,103.347000,5.04
USM88269US88,24.09.2027,1017,USD,109.033444,5.76,110.658222,5.17
US900123DF45,15.01.2028,1130,USD,115.350861,5.81,116.951722,5.29
US900123CP36,17.02.2028,1163,USD,99.283917,5.94,100.870389,5.39
US900123CQ19,24.10.2028,1413,USD,101.361653,5.96,102.963681,5.50
US900123DH01,14.03.2029,1554,USD,113.729625,6.26,115.341708,5.87
US900123CT57,26.04.2029,1597,USD,105.767125,6.34,107.402486,5.94
US900123AL40,15.01.2030,1861,USD,131.028972,5.85,133.318944,5.41
US900123CY43,13.03.2030,1918,USD,95.812333,6.49,97.611500,6.08
US900123DJ66,13.07.2030,2040,USD,115.577389,6.56,117.398083,6.20
US900123DA57,15.01.2031,2226,USD,98.551056,6.73,100.410111,6.36
US900123DC14,26.06.2031,2388,USD,97.899708,6.79,99.766347,6.44
US900123DL13,17.07.2032,2775,USD,103.719000,6.97,105.476583,6.68
US900123DG28,19.01.2033,2961,USD,118.250917,6.99,120.139000,6.72
US900123DD96,20.09.2033,3205,USD,98.396500,6.97,100.322611,6.68
US900123AT75,14.02.2034,3352,USD,110.332000,6.85,112.418444,6.56
US900123DK30,15.05.2034,3442,USD,104.255694,7.08,106.050056,6.83
US900123DN78,03.01.2035,3675,USD,97.009778,7.09,98.721889,6.85
US900123AY60,17.03.2036,4114,USD,99.376167,7.16,101.352361,6.91
US900123BB58,05.03.2038,4832,USD,103.630333,7.05,105.964611,6.79
US900123BG46,30.05.2040,5649,USD,93.101250,7.54,95.262750,7.29
US900123BJ84,14.01.2041,5878,USD,87.032000,7.68,89.113333,7.44
US900123CB40,16.04.2043,6700,USD,72.893792,7.74,74.871875,7.49
US900123CG37,17.02.2045,7373,USD,89.029917,7.93,91.019722,7.72
US900123CM05,11.05.2047,8186,USD,77.627167,7.95,79.583111,7.73
XS1843443356,31.03.2025,110,EUR,103.121164,4.84,104.792507,0.00
XS1629918415,14.06.2025,185,EUR,101.131740,4.13,102.810548,0.85
XS1909184753,16.02.2026,432,EUR,106.135087,3.53,108.085503,1.89
XS2361850527,08.07.2027,939,EUR,103.790863,3.57,105.758836,2.79
XS2790222116,21.05.2030,1987,EUR,110.096411,4.63,111.927603,4.26
