Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,988,USD,105.557722,5.86,108.393278,4.78
US900123CF53,22.03.2024,1078,USD,99.543528,6.02,102.377417,4.99
US900123CV04,10.08.2024,1219,USD,101.679694,6.13,104.53025,5.21
US900123CW86,14.11.2024,1315,USD,100.660556,6.1,103.342778,5.28
US900123AW05,05.02.2025,1398,USD,105.123111,6.23,107.870056,5.47
US900123CX69,13.03.2025,1434,USD,94.007944,6.08,96.850167,5.25
US900123CZ18,14.10.2025,1649,USD,103.025958,6.39,105.906792,5.68
US900123DB31,26.01.2026,1753,USD,94.702194,6.28,97.714972,5.54
US900123CJ75,14.04.2026,1831,USD,93.655972,6.23,96.693194,5.5
US900123CK49,09.10.2026,2009,USD,93.145,6.37,96.029167,5.74
US900123CL22,25.03.2027,2176,USD,97.345333,6.59,100.377,5.98
US900123CP36,17.02.2028,2505,USD,92.456278,6.65,95.328222,6.11
US900123CQ19,24.10.2028,2755,USD,98.951292,6.79,101.839347,6.3
US900123CT57,26.04.2029,2939,USD,107.695431,6.93,110.600153,6.48
US900123AL40,15.01.2030,3203,USD,135.077833,6.9,138.274778,6.51
US900123CY43,13.03.2030,3260,USD,90.022167,6.82,92.9005,6.37
US900123DA57,15.01.2031,3568,USD,94.426028,7.05,97.212139,6.64
US900123AT75,14.02.2034,4694,USD,107.902222,7.19,111.066111,6.84
US900123AY60,17.03.2036,5456,USD,96.600139,7.3,99.716528,6.96
US900123BB58,05.03.2038,6174,USD,100.108722,7.31,103.319278,6.99
US900123BG46,30.05.2040,6991,USD,95.90675,7.39,99.11675,7.07
US900123BJ84,14.01.2041,7220,USD,87.461667,7.35,90.593333,7.03
US900123CB40,16.04.2043,8042,USD,78.803708,6.98,81.872875,6.67
US900123CG37,17.02.2045,8715,USD,91.619944,7.47,94.703556,7.18
US900123CM05,11.05.2047,9528,USD,83.796889,7.36,86.855778,7.06
XS1843443356,31.03.2025,1452,EUR,100.781041,4.44,103.891726,3.6
XS1629918415,14.06.2025,1527,EUR,98.490329,4.36,101.625945,3.53
XS1909184753,16.02.2026,1774,EUR,101.983822,4.9,104.995808,4.22
