Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CV04,10.08.2024,45,USD,101.766889,11.32,103.242167,0.00
US900123CW86,14.11.2024,141,USD,99.720333,8.06,101.227444,4.11
US900123AW05,05.02.2025,224,USD,102.708542,7.66,104.312514,5.00
US900123CX69,13.03.2025,260,USD,98.935972,7.58,100.519583,5.29
US900123CZ18,14.10.2025,475,USD,100.503000,7.00,102.142417,5.69
US900123DB31,26.01.2026,579,USD,98.631167,7.02,100.350556,5.86
US900123CJ75,14.04.2026,657,USD,96.380000,6.93,98.106611,5.89
US900123CK49,09.10.2026,835,USD,96.872708,6.87,98.612792,6.04
US900123CL22,25.03.2027,1002,USD,99.371667,6.86,101.118000,6.17
USM88269US88,24.09.2027,1185,USD,107.060778,6.90,108.828556,6.31
US900123DF45,15.01.2028,1298,USD,113.604319,6.91,115.328181,6.40
US900123CP36,17.02.2028,1331,USD,96.216458,6.89,97.974931,6.34
US900123CQ19,24.10.2028,1581,USD,97.969861,6.96,99.826889,6.46
US900123DH01,14.03.2029,1722,USD,110.878250,7.28,112.643333,6.87
US900123CT57,26.04.2029,1765,USD,102.872833,7.22,104.655194,6.80
US900123AL40,15.01.2030,2029,USD,129.495764,6.60,131.978736,6.14
US900123CY43,13.03.2030,2086,USD,92.249083,7.25,94.198250,6.82
US900123DJ66,13.07.2030,2208,USD,112.514597,7.38,114.302292,7.04
US900123DA57,15.01.2031,2394,USD,95.103972,7.43,96.884028,7.07
US900123DC14,26.06.2031,2556,USD,0.000000,0.00,0.000000,0.00
US900123DG28,19.01.2033,3129,USD,115.460542,7.55,117.268625,7.29
US900123DD96,20.09.2033,3373,USD,95.368333,7.46,97.254444,7.18
US900123AT75,14.02.2034,3520,USD,107.558333,7.32,109.502778,7.05
US900123DK30,15.05.2034,3610,USD,101.165403,7.58,102.865764,7.34
US900123AY60,17.03.2036,4282,USD,96.022625,7.64,97.983819,7.38
US900123BB58,05.03.2038,5000,USD,99.413417,7.58,101.547694,7.33
US900123BG46,30.05.2040,5817,USD,90.467500,7.86,92.602000,7.62
US900123BJ84,14.01.2041,6046,USD,85.197000,7.91,87.173333,7.68
US900123CB40,16.04.2043,6868,USD,71.360917,7.93,73.208000,7.69
US900123CG37,17.02.2045,7541,USD,88.263958,8.04,90.213764,7.82
US900123CM05,11.05.2047,8354,USD,76.948750,8.04,78.800694,7.83
XS1843443356,31.03.2025,278,EUR,100.529397,5.35,102.262740,3.05
XS1629918415,14.06.2025,353,EUR,98.376849,5.12,100.132658,3.24
XS1909184753,16.02.2026,600,EUR,102.106202,5.02,103.912617,3.89
XS2361850527,08.07.2027,1107,EUR,102.739557,4.92,104.560464,4.26
XS2790222116,21.05.2030,2155,EUR,101.014301,5.97,102.676493,5.64
