Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CR91,23.12.2023,87,USD,101.284056,9.68,103.109333,2.14
US900123CF53,22.03.2024,177,USD,98.767861,8.55,100.666806,4.56
US900123CV04,10.08.2024,318,USD,99.567028,7.87,101.522306,5.55
US900123CW86,14.11.2024,414,USD,99.524889,7.99,101.539000,6.12
US900123AW05,05.02.2025,497,USD,100.355278,7.93,102.381250,6.36
US900123CX69,13.03.2025,533,USD,94.948278,8.11,96.961889,6.61
US900123CZ18,14.10.2025,748,USD,99.516458,8.19,101.486875,7.14
US900123DB31,26.01.2026,852,USD,93.562861,8.22,95.596250,7.23
US900123CJ75,14.04.2026,930,USD,92.802306,8.29,94.840917,7.37
US900123CK49,09.10.2026,1108,USD,93.325000,8.27,95.367083,7.48
US900123CL22,25.03.2027,1275,USD,92.829333,8.42,94.955667,7.70
USM88269US88,24.09.2027,1458,USD,100.854667,8.36,102.989444,7.75
US900123DF45,15.01.2028,1571,USD,106.785000,8.51,108.824861,7.97
US900123CP36,17.02.2028,1604,USD,89.263444,8.24,91.308917,7.66
US900123CQ19,24.10.2028,1854,USD,93.378125,8.39,95.435153,7.87
US900123DH01,14.03.2029,1995,USD,102.516542,8.86,104.568625,8.40
US900123CT57,26.04.2029,2038,USD,98.796264,8.63,100.920625,8.15
US900123AL40,15.01.2030,2302,USD,117.976000,8.61,120.481972,8.15
US900123CY43,13.03.2030,2359,USD,83.074167,8.78,85.191333,8.31
US900123DJ66,13.07.2030,2481,USD,101.929694,9.11,103.982389,8.71
US900123DA57,15.01.2031,2667,USD,85.930000,8.83,88.046056,8.40
US900123DC14,26.06.2031,2829,USD,85.276069,8.80,87.386708,8.39
US900123DG28,19.01.2033,3402,USD,103.499833,9.09,105.578917,8.77
US900123DD96,20.09.2033,3646,USD,85.672389,8.70,87.883500,8.34
US900123AT75,14.02.2034,3793,USD,96.424556,8.67,98.771000,8.32
US900123AY60,17.03.2036,4555,USD,84.720972,8.96,87.052167,8.62
US900123BB58,05.03.2038,5273,USD,87.443056,8.86,89.876333,8.54
US900123BG46,30.05.2040,6090,USD,82.246750,9.09,84.659250,8.77
US900123BJ84,14.01.2041,6319,USD,75.009667,9.02,77.390000,8.69
US900123CB40,16.04.2043,7141,USD,65.745208,8.82,67.907292,8.50
US900123CG37,17.02.2045,7814,USD,77.495111,9.11,79.733917,8.83
US900123CM05,11.05.2047,8627,USD,70.063222,9.07,72.288167,8.77
XS1843443356,31.03.2025,551,EUR,100.818590,5.64,102.847863,4.22
XS1629918415,14.06.2025,626,EUR,97.041377,5.69,99.166137,4.35
XS1909184753,16.02.2026,873,EUR,101.171986,6.11,103.200479,5.19
XS2361850527,08.07.2027,1380,EUR,94.041238,6.49,96.217145,5.81
