Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,1131,USD,108.023000,5.43,110.758278,4.51
US900123CF53,22.03.2024,1221,USD,102.074472,5.35,104.291417,4.64
US900123CV04,10.08.2024,1362,USD,104.258972,5.58,107.034250,4.78
US900123CW86,14.11.2024,1458,USD,100.314667,5.52,102.995778,4.79
US900123AW05,05.02.2025,1541,USD,108.512583,5.64,111.453556,4.90
US900123CX69,13.03.2025,1577,USD,96.212556,5.44,99.031167,4.70
US900123CZ18,14.10.2025,1792,USD,103.459375,5.69,106.134792,5.09
US900123CJ75,14.04.2026,1974,USD,94.636583,5.49,97.495194,4.87
US900123CK49,09.10.2026,2152,USD,96.637583,5.66,99.259667,5.13
US900123CL22,25.03.2027,2319,USD,101.750667,5.83,104.654000,5.29
US900123CP36,17.02.2028,2648,USD,97.096250,5.84,100.034722,5.34
US900123CQ19,24.10.2028,2898,USD,101.233319,5.99,104.122347,5.54
US900123CT57,26.04.2029,3082,USD,109.651792,6.21,112.654153,5.78
US900123AL40,15.01.2030,3346,USD,141.948306,6.35,145.604278,5.93
US900123CY43,13.03.2030,3403,USD,96.445333,5.88,99.824500,5.41
US900123AT75,14.02.2034,4837,USD,114.074667,6.62,117.399111,6.28
US900123AY60,17.03.2036,5599,USD,102.648833,6.72,105.977028,6.38
US900123BB58,05.03.2038,6317,USD,106.315000,6.77,109.725278,6.45
US900123BG46,30.05.2040,7134,USD,102.580250,6.80,105.952750,6.50
US900123BJ84,14.01.2041,7363,USD,93.573000,6.78,96.946333,6.46
US900123CB40,16.04.2043,8185,USD,81.649792,6.47,84.856875,6.17
US900123CG37,17.02.2045,8858,USD,98.689250,6.88,101.721056,6.62
US900123CM05,11.05.2047,9671,USD,88.025833,6.73,91.272778,6.45
XS1843443356,31.03.2025,1595,EUR,103.589055,4.45,106.909397,3.62
XS1629918415,14.06.2025,1670,EUR,96.325041,4.50,99.827849,3.63
XS1909184753,16.02.2026,1917,EUR,106.623104,4.60,110.146519,3.86
