Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,3243,USD,108.702778,4.64,112.282639,4.18
US900123AW05,05.02.2025,3563,USD,122.114236,4.75,125.966667,4.33
US900123CJ75,14.04.2026,3996,USD,95.259722,4.84,98.818750,4.42
US900123AL40,15.01.2030,5368,USD,174.911458,4.98,178.826389,4.73
US900123AT75,14.02.2034,6859,USD,133.572222,5.31,137.433333,5.05
US900123AY60,17.03.2036,7621,USD,119.685764,5.37,123.531250,5.11
US900123BB58,05.03.2038,8339,USD,125.478472,5.39,129.579167,5.13
US900123BG46,30.05.2040,9156,USD,121.175000,5.41,125.018750,5.17
US900123BJ84,14.01.2041,9385,USD,110.366667,5.38,114.200000,5.14
US900123CB40,16.04.2043,10207,USD,93.270833,5.36,97.088542,5.09
US900123CG37,17.02.2045,10880,USD,119.203819,5.42,123.045833,5.20
