KÃ½ymet AdÃ½,Vade,Vadeye Kalan GÃ¼n,DÃ¶viz,AlÃ½Ã¾ FiyatÃ½,AlÃ½Ã¾ OranÃ½,SatÃ½Ã¾ FiyatÃ½,SatÃ½Ã¾ OranÃ½
US900123CR91,23.12.2023,379,USD,104.304056,6.28,106.857611,3.81
US900123CF53,22.03.2024,469,USD,99.930861,6.81,102.45075,4.8
US900123CV04,10.08.2024,610,USD,100.659028,7.27,103.190583,5.69
US900123CW86,14.11.2024,706,USD,97.252889,7.37,99.806111,5.96
US900123AW05,05.02.2025,789,USD,102.417278,7.43,105.052222,6.14
US900123CX69,13.03.2025,825,USD,93.926278,7.72,96.4985,6.46
US900123CZ18,14.10.2025,1040,USD,96.542958,8.14,99.135792,7.13
US900123DB31,26.01.2026,1144,USD,92.313861,8.23,94.902639,7.26
US900123CJ75,14.04.2026,1222,USD,89.218306,8.22,91.817528,7.29
US900123CK49,09.10.2026,1400,USD,90.0515,8.2,92.628667,7.38
US900123CL22,25.03.2027,1567,USD,92.537333,8.45,95.211,7.69
USM88269US88,24.09.2027,1750,USD,102.172667,8.5,104.684222,7.88
US900123DF45,15.01.2028,1863,USD,104.215333,8.98,106.627056,8.42
US900123CP36,17.02.2028,1896,USD,88.034444,8.4,90.637389,7.74
US900123CQ19,24.10.2028,2146,USD,89.943625,8.5,92.560681,7.91
US900123CT57,26.04.2029,2330,USD,95.714764,8.7,98.335486,8.17
US900123AL40,15.01.2030,2594,USD,122.518,8.49,125.949944,7.93
US900123CY43,13.03.2030,2651,USD,82.227167,8.86,84.8035,8.33
US900123DA57,15.01.2031,2959,USD,85.071,9.0,87.665111,8.51
US900123DD96,20.09.2033,3938,USD,84.961389,8.9,87.701611,8.48
US900123AT75,14.02.2034,4085,USD,103.271556,7.9,106.723444,7.45
US900123AY60,17.03.2036,4847,USD,85.509972,8.97,88.463361,8.55
US900123BB58,05.03.2038,5565,USD,91.858056,8.43,95.145611,8.03
US900123BG46,30.05.2040,6382,USD,79.86275,9.09,82.92175,8.7
US900123BJ84,14.01.2041,6611,USD,75.770667,9.01,78.746333,8.61
US900123CB40,16.04.2043,7433,USD,66.097708,8.47,68.720875,8.12
US900123CG37,17.02.2045,8106,USD,78.665111,9.09,81.362722,8.76
US900123CM05,11.05.2047,8919,USD,69.042222,8.93,71.677111,8.59
XS1843443356,31.03.2025,843,EUR,101.978822,5.19,104.725507,3.93
XS1629918415,14.06.2025,918,EUR,97.471932,5.02,100.246548,3.83
XS1909184753,16.02.2026,1165,EUR,102.843986,5.67,105.493973,4.77
XS2361850527,08.07.2027,1672,EUR,95.02589,6.12,97.829836,5.4
