Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CW86,14.11.2024,52,USD,101.544667,8.73,102.602778,1.41
US900123AW05,05.02.2025,135,USD,101.299333,6.43,102.470306,3.29
US900123CX69,13.03.2025,171,USD,99.144056,6.37,100.295667,3.91
US900123CZ18,14.10.2025,386,USD,103.814625,5.39,105.106042,4.16
US900123DB31,26.01.2026,490,USD,100.037083,5.30,101.353472,4.30
US900123CJ75,14.04.2026,568,USD,100.375083,5.26,101.695694,4.39
US900123CK49,09.10.2026,746,USD,101.149833,5.43,102.676917,4.65
US900123CL22,25.03.2027,913,USD,104.126667,5.50,0.000000,0.00
USM88269US88,24.09.2027,1096,USD,112.522111,5.58,0.000000,0.00
US900123DF45,15.01.2028,1209,USD,114.238278,5.72,115.798139,5.24
US900123CP36,17.02.2028,1242,USD,98.765500,5.70,100.375972,5.18
US900123CQ19,24.10.2028,1492,USD,103.610069,5.82,105.237097,5.39
US900123DH01,14.03.2029,1633,USD,112.907375,6.10,114.481458,5.73
US900123CT57,26.04.2029,1676,USD,108.924542,6.15,110.559903,5.76
US900123AL40,15.01.2030,1940,USD,130.511056,5.64,132.567028,5.26
US900123CY43,13.03.2030,1997,USD,95.723833,6.22,97.620000,5.80
US900123DJ66,13.07.2030,2119,USD,114.843306,6.39,116.626000,6.06
US900123DA57,15.01.2031,2305,USD,98.112889,6.54,99.885944,6.19
US900123DC14,26.06.2031,2467,USD,97.592792,6.58,99.435431,6.24
US900123DL13,17.07.2032,2854,USD,103.787250,6.71,105.494833,6.44
US900123DG28,19.01.2033,3040,USD,118.017667,6.77,119.884750,6.51
US900123DD96,20.09.2033,3284,USD,98.322167,6.76,100.243278,6.48
US900123AT75,14.02.2034,3431,USD,110.722667,6.58,112.717111,6.31
US900123DK30,15.05.2034,3521,USD,108.681111,6.77,110.428472,6.54
US900123AY60,17.03.2036,4193,USD,99.603583,6.94,101.518778,6.70
US900123BB58,05.03.2038,4911,USD,103.338500,6.91,105.576778,6.66
US900123BG46,30.05.2040,5728,USD,97.797750,7.21,99.887250,6.99
US900123BJ84,14.01.2041,5957,USD,88.693000,7.32,90.683333,7.10
US900123CB40,16.04.2043,6779,USD,77.126042,7.37,78.989125,7.15
US900123CG37,17.02.2045,7452,USD,91.296500,7.53,93.174306,7.34
US900123CM05,11.05.2047,8265,USD,82.888333,7.53,84.754278,7.34
XS1843443356,31.03.2025,189,EUR,102.019137,4.93,103.720479,1.70
XS1629918415,14.06.2025,264,EUR,100.098315,4.35,101.862123,1.90
XS1909184753,16.02.2026,511,EUR,104.604683,4.07,106.558098,2.67
XS2361850527,08.07.2027,1018,EUR,101.525945,4.14,103.501918,3.39
XS2790222116,21.05.2030,2066,EUR,106.699836,5.09,108.562027,4.72
