Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CF53,22.03.2024,35,USD,101.850000,10.06,103.274861,0.00
US900123CV04,10.08.2024,176,USD,99.808833,6.98,101.529028,3.45
US900123CW86,14.11.2024,272,USD,100.694111,6.61,102.406889,4.33
US900123AW05,05.02.2025,355,USD,100.945347,6.59,102.825778,4.67
US900123CX69,13.03.2025,391,USD,99.136250,6.86,100.960278,5.13
US900123CZ18,14.10.2025,606,USD,101.543417,6.77,103.541958,5.54
US900123DB31,26.01.2026,710,USD,96.636889,6.77,98.642861,5.68
US900123CJ75,14.04.2026,788,USD,96.428278,6.78,98.384306,5.81
US900123CK49,09.10.2026,966,USD,96.969792,6.86,99.127500,5.98
US900123CL22,25.03.2027,1133,USD,99.588000,7.00,101.636333,6.28
USM88269US88,24.09.2027,1316,USD,108.005222,7.12,110.079667,6.52
US900123DF45,15.01.2028,1429,USD,109.590347,7.27,111.647500,6.72
US900123CP36,17.02.2028,1462,USD,95.716264,7.12,0.000000,0.00
US900123CQ19,24.10.2028,1712,USD,97.800556,7.17,99.885625,6.65
US900123DH01,14.03.2029,1853,USD,111.683333,7.51,113.748542,7.07
US900123CT57,26.04.2029,1896,USD,103.162861,7.42,105.263764,6.96
US900123AL40,15.01.2030,2160,USD,123.295569,7.18,125.850500,6.74
US900123CY43,13.03.2030,2217,USD,91.064250,7.58,93.189167,7.13
US900123DJ66,13.07.2030,2339,USD,107.781458,7.73,109.873194,7.35
US900123DA57,15.01.2031,2525,USD,91.430361,7.67,93.643000,7.25
US900123DC14,26.06.2031,2687,USD,90.768972,7.69,92.970569,7.29
US900123DG28,19.01.2033,3260,USD,110.156125,7.88,112.276333,7.58
US900123DD96,20.09.2033,3504,USD,94.449111,7.72,96.574389,7.41
US900123AT75,14.02.2034,3651,USD,101.969444,7.72,104.150556,7.43
US900123DK30,15.05.2034,3741,USD,98.251181,7.88,100.060083,7.64
US900123AY60,17.03.2036,4413,USD,94.718486,7.93,96.953972,7.64
US900123BB58,05.03.2038,5131,USD,97.250361,7.97,99.696056,7.68
US900123BG46,30.05.2040,5948,USD,89.005000,8.14,91.493750,7.85
US900123BJ84,14.01.2041,6177,USD,81.133333,8.13,83.324667,7.87
US900123CB40,16.04.2043,6999,USD,70.088000,8.15,72.202708,7.88
US900123CG37,17.02.2045,7672,USD,87.082097,8.26,0.000000,0.00
US900123CM05,11.05.2047,8485,USD,75.767361,8.26,77.832222,8.02
XS1843443356,31.03.2025,409,EUR,104.168989,4.52,106.029536,2.85
XS1629918415,14.06.2025,484,EUR,100.628306,4.48,102.503825,3.03
XS1909184753,16.02.2026,731,EUR,0.000000,0.00,0.000000,0.00
XS2361850527,08.07.2027,1238,EUR,101.490642,4.75,103.523456,4.11
