Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CX69,13.03.2025,30,USD,101.049222,11.98,102.392833,0.00
US900123CZ18,14.10.2025,245,USD,102.519875,5.67,103.862292,3.69
US900123DB31,26.01.2026,349,USD,99.312917,5.71,100.419306,4.54
US900123CJ75,14.04.2026,427,USD,99.845250,5.61,101.192861,4.43
US900123CK49,09.10.2026,605,USD,99.895083,6.00,101.332167,5.09
US900123CL22,25.03.2027,772,USD,102.049667,6.11,103.623000,5.33
USM88269US88,24.09.2027,955,USD,109.384778,6.04,110.957556,5.42
US900123DF45,15.01.2028,1068,USD,110.510194,6.16,111.951056,5.67
US900123CP36,17.02.2028,1101,USD,99.440083,6.24,100.852556,5.73
US900123CQ19,24.10.2028,1351,USD,101.065486,6.35,102.489514,5.93
US900123DH01,14.03.2029,1492,USD,113.557125,6.62,115.093208,6.22
US900123CT57,26.04.2029,1535,USD,105.449958,6.73,107.027319,6.31
US900123AL40,15.01.2030,1799,USD,124.285639,6.27,126.189611,5.89
US900123CY43,13.03.2030,1856,USD,95.288333,6.87,97.107500,6.44
US900123DJ66,13.07.2030,1978,USD,111.087722,6.80,112.787417,6.46
US900123DA57,15.01.2031,2164,USD,95.102722,7.06,96.800778,6.71
US900123DC14,26.06.2031,2326,USD,94.574375,7.09,96.392014,6.73
US900123DL13,17.07.2032,2713,USD,99.509000,7.29,101.115583,7.02
US900123DG28,19.01.2033,2899,USD,113.026917,7.28,114.766000,7.02
US900123DD96,20.09.2033,3143,USD,97.484833,7.30,99.453944,6.99
US900123AT75,14.02.2034,3290,USD,109.642333,7.13,111.394778,6.88
US900123DK30,15.05.2034,3380,USD,103.739528,7.33,105.372889,7.10
US900123DN78,03.01.2035,3613,USD,94.390111,7.41,95.984222,7.18
US900123AY60,17.03.2036,4052,USD,98.603000,7.43,100.292194,7.20
US900123BB58,05.03.2038,4770,USD,103.898667,7.16,105.781944,6.94
US900123BG46,30.05.2040,5587,USD,92.905250,7.69,95.108750,7.44
US900123BJ84,14.01.2041,5816,USD,83.423000,7.90,85.216333,7.68
US900123CB40,16.04.2043,6638,USD,72.105292,7.97,73.687375,7.76
US900123CG37,17.02.2045,7311,USD,88.884083,8.08,90.542889,7.90
US900123CM05,11.05.2047,8124,USD,77.584500,8.07,79.162444,7.89
XS1843443356,31.03.2025,48,EUR,103.557781,7.84,105.137123,0.00
XS1629918415,14.06.2025,123,EUR,101.496795,5.13,103.127603,0.36
XS1909184753,16.02.2026,370,EUR,106.610962,3.68,108.335377,1.98
XS2361850527,08.07.2027,877,EUR,103.873014,3.81,105.691986,3.03
XS2790222116,21.05.2030,1925,EUR,109.553356,4.92,111.293548,4.56
