KÃ½ymet AdÃ½,Vade,Vadeye Kalan GÃ¼n,DÃ¶viz,AlÃ½Ã¾ FiyatÃ½,AlÃ½Ã¾ OranÃ½,SatÃ½Ã¾ FiyatÃ½,SatÃ½Ã¾ OranÃ½
US900123CR91,23.12.2023,1328,USD,102.573194,7.27,104.983472,6.52
US900123CF53,22.03.2024,1418,USD,95.550833,7.28,98.012778,6.54
US900123CV04,10.08.2024,1559,USD,98.039667,7.3,100.514944,6.62
US900123CW86,14.11.2024,1655,USD,96.264444,7.28,98.730556,6.62
US900123AW05,05.02.2025,1738,USD,101.728264,7.39,104.329236,6.76
US900123CX69,13.03.2025,1774,USD,88.73125,7.28,91.334861,6.6
US900123CJ75,14.04.2026,2171,USD,85.141111,7.44,87.734722,6.85
US900123CK49,09.10.2026,2349,USD,86.843542,7.56,89.420625,7.02
US900123CL22,25.03.2027,2516,USD,91.33,7.77,93.843333,7.28
US900123CP36,17.02.2028,2845,USD,86.041181,7.73,88.614653,7.26
US900123CQ19,24.10.2028,3095,USD,89.595139,7.86,92.179167,7.42
US900123CT57,26.04.2029,3279,USD,97.024444,8.12,99.676806,7.71
US900123AL40,15.01.2030,3543,USD,127.910486,8.19,130.881458,7.81
US900123CY43,13.03.2030,3600,USD,82.38625,8.04,85.005417,7.61
US900123AT75,14.02.2034,5034,USD,100.647778,8.14,103.392222,7.81
US900123AY60,17.03.2036,5796,USD,88.962569,8.23,91.470764,7.93
US900123BB58,05.03.2038,6514,USD,91.998194,8.24,94.678472,7.94
US900123BG46,30.05.2040,7331,USD,87.3825,8.36,90.065,8.05
US900123BJ84,14.01.2041,7560,USD,79.783333,8.24,82.351667,7.93
US900123CB40,16.04.2043,8382,USD,70.43375,7.65,72.995833,7.35
US900123CG37,17.02.2045,9055,USD,82.792014,8.43,85.393819,8.14
US900123CM05,11.05.2047,9868,USD,76.461194,8.18,79.038139,7.89
XS1843443356,31.03.2025,1792,EUR,94.130822,6.15,96.701164,5.52
XS1629918415,14.06.2025,1867,EUR,90.930929,6.03,93.658689,5.37
XS1909184753,16.02.2026,2114,EUR,95.503197,6.38,98.096612,5.83
