KÃ½ymet AdÃ½,Vade,Vadeye Kalan GÃ¼n,DÃ¶viz,AlÃ½Ã¾ FiyatÃ½,AlÃ½Ã¾ OranÃ½,SatÃ½Ã¾ FiyatÃ½,SatÃ½Ã¾ OranÃ½
US900123CR91,23.12.2023,1353,USD,97.850722,8.62,99.515278,8.1
US900123CF53,22.03.2024,1443,USD,90.890528,8.6,92.589417,8.08
US900123CV04,10.08.2024,1584,USD,93.214694,8.54,95.15525,8.0
US900123CW86,14.11.2024,1680,USD,91.306556,8.53,93.146778,8.03
US900123AW05,05.02.2025,1763,USD,96.234111,8.68,98.203056,8.19
US900123CX69,13.03.2025,1799,USD,83.876111,8.48,85.721333,7.99
US900123CJ75,14.04.2026,2196,USD,82.843972,8.38,84.699194,7.95
US900123CK49,09.10.2026,2374,USD,81.665,8.62,83.464167,8.23
US900123CL22,25.03.2027,2541,USD,86.588333,8.65,88.416,8.28
US900123CP36,17.02.2028,2870,USD,81.864278,8.46,83.748222,8.1
US900123CQ19,24.10.2028,3120,USD,87.652292,8.67,89.673347,8.32
US900123CT57,26.04.2029,3304,USD,96.116431,8.82,98.087153,8.5
US900123AL40,15.01.2030,3568,USD,121.950833,8.89,124.960778,8.5
US900123CY43,13.03.2030,3625,USD,80.150667,8.35,82.22,8.01
US900123AT75,14.02.2034,5059,USD,97.702222,8.43,99.915111,8.17
US900123AY60,17.03.2036,5821,USD,86.508139,8.48,88.507528,8.24
US900123BB58,05.03.2038,6539,USD,89.419722,8.48,91.741278,8.22
US900123BG46,30.05.2040,7356,USD,84.92275,8.59,87.12475,8.34
US900123BJ84,14.01.2041,7585,USD,78.961667,8.28,81.046333,8.04
US900123CB40,16.04.2043,8407,USD,72.626708,7.64,74.669875,7.4
US900123CG37,17.02.2045,9080,USD,81.987944,8.46,84.464556,8.19
US900123CM05,11.05.2047,9893,USD,76.834889,8.09,79.051778,7.84
XS1843443356,31.03.2025,1817,EUR,89.147041,7.33,90.893068,6.9
XS1629918415,14.06.2025,1892,EUR,86.539934,7.07,88.343213,6.62
XS1909184753,16.02.2026,2139,EUR,89.484005,7.65,91.377251,7.24
