Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CV04,10.08.2024,81,USD,101.201528,8.89,102.714806,2.09
US900123CW86,14.11.2024,177,USD,99.379889,7.16,100.918000,3.93
US900123AW05,05.02.2025,260,USD,102.473528,6.91,104.071500,4.63
US900123CX69,13.03.2025,296,USD,98.741778,6.90,100.372389,4.82
US900123CZ18,14.10.2025,511,USD,100.447208,6.53,102.097625,5.31
US900123DB31,26.01.2026,615,USD,98.574361,6.62,100.344750,5.50
US900123CJ75,14.04.2026,693,USD,96.352806,6.57,98.134417,5.56
US900123CK49,09.10.2026,871,USD,96.879750,6.57,98.666833,5.75
US900123CL22,25.03.2027,1038,USD,99.250333,6.66,101.055667,5.96
USM88269US88,24.09.2027,1221,USD,106.792667,6.75,108.566444,6.19
US900123DF45,15.01.2028,1334,USD,112.970250,6.88,114.760111,6.36
US900123CP36,17.02.2028,1367,USD,95.731194,6.85,97.529667,6.29
US900123CQ19,24.10.2028,1617,USD,97.446375,6.93,99.266403,6.45
US900123DH01,14.03.2029,1758,USD,110.157792,7.27,111.979875,6.85
US900123CT57,26.04.2029,1801,USD,102.162514,7.22,104.000875,6.79
US900123AL40,15.01.2030,2065,USD,128.250250,6.68,130.760222,6.22
US900123CY43,13.03.2030,2122,USD,91.405667,7.30,93.318833,6.88
US900123DJ66,13.07.2030,2244,USD,111.408444,7.44,113.253139,7.09
US900123DA57,15.01.2031,2430,USD,94.188500,7.48,96.019556,7.12
US900123DC14,26.06.2031,2592,USD,93.737319,7.46,95.571958,7.12
US900123DG28,19.01.2033,3165,USD,114.278083,7.60,116.116167,7.33
US900123DD96,20.09.2033,3409,USD,94.281389,7.53,96.173500,7.24
US900123AT75,14.02.2034,3556,USD,106.142556,7.41,108.169000,7.14
US900123DK30,15.05.2034,3646,USD,100.014083,7.64,101.721444,7.40
US900123AY60,17.03.2036,4318,USD,94.818222,7.71,96.818417,7.44
US900123BB58,05.03.2038,5036,USD,97.949556,7.67,100.113833,7.42
US900123BG46,30.05.2040,5853,USD,92.616250,7.93,94.749750,7.68
US900123BJ84,14.01.2041,6082,USD,83.915667,8.00,85.869000,7.76
US900123CB40,16.04.2043,6904,USD,70.094958,8.02,72.016042,7.78
US900123CG37,17.02.2045,7577,USD,86.920861,8.11,88.855667,7.90
US900123CM05,11.05.2047,8390,USD,75.797722,8.10,77.719667,7.88
XS1843443356,31.03.2025,314,EUR,100.673233,4.56,102.443575,2.49
XS1629918415,14.06.2025,389,EUR,101.609885,4.65,103.446645,2.87
XS1909184753,16.02.2026,636,EUR,102.318727,4.59,104.222142,3.47
XS2361850527,08.07.2027,1143,EUR,103.162230,4.59,105.080137,3.94
XS2790222116,21.05.2030,2191,EUR,0.000000,0.00,0.000000,0.00
