Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,1244,USD,105.052722,5.82,106.79,5.28
US900123CF53,22.03.2024,1334,USD,101.960528,5.76,103.094472,5.42
US900123CV04,10.08.2024,1475,USD,104.293694,5.97,106.187972,5.45
US900123CW86,14.11.2024,1571,USD,99.649556,5.99,101.533667,5.5
US900123AW05,05.02.2025,1654,USD,108.908611,6.0,110.770583,5.55
US900123CX69,13.03.2025,1690,USD,95.518111,5.85,97.386722,5.38
US900123CJ75,14.04.2026,2087,USD,92.449972,6.09,94.320583,5.68
US900123CK49,09.10.2026,2265,USD,94.5005,6.24,96.362583,5.87
US900123CL22,25.03.2027,2432,USD,99.780333,6.42,101.723667,6.06
US900123CP36,17.02.2028,2761,USD,94.773778,6.39,96.70725,6.06
US900123CQ19,24.10.2028,3011,USD,99.230292,6.5,101.181319,6.19
US900123CT57,26.04.2029,3195,USD,108.267431,6.65,110.060792,6.4
US900123AL40,15.01.2030,3459,USD,136.620833,6.66,139.284806,6.35
US900123CY43,13.03.2030,3516,USD,92.888667,6.6,94.953833,6.29
US900123AT75,14.02.2034,4950,USD,112.848222,6.94,115.127667,6.7
US900123AY60,17.03.2036,5712,USD,100.541639,7.08,102.766833,6.85
US900123BB58,05.03.2038,6430,USD,103.948722,7.14,106.191,6.92
US900123BG46,30.05.2040,7247,USD,96.21875,7.21,98.48625,7.0
US900123BJ84,14.01.2041,7476,USD,87.663667,7.18,89.832,6.96
US900123CB40,16.04.2043,8298,USD,78.630708,6.86,80.787792,6.64
US900123CG37,17.02.2045,8971,USD,94.638444,7.36,96.86025,7.16
US900123CM05,11.05.2047,9784,USD,83.686889,7.24,85.795833,7.04
XS1843443356,31.03.2025,1708,EUR,100.180205,4.94,102.578548,4.36
XS1629918415,14.06.2025,1783,EUR,93.426877,4.88,95.787685,4.32
XS1909184753,16.02.2026,2030,EUR,101.905639,5.28,104.290055,4.78
