Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,1391,USD,107.759583,5.37,109.059861,5.02
US900123CF53,22.03.2024,1481,USD,103.745556,5.42,105.057500,5.07
US900123CV04,10.08.2024,1622,USD,103.578056,5.53,104.883333,5.21
US900123CW86,14.11.2024,1718,USD,101.630000,5.61,102.951111,5.30
US900123AW05,05.02.2025,1801,USD,107.553125,5.72,108.974097,5.41
US900123CX69,13.03.2025,1837,USD,94.424306,5.59,95.747917,5.28
US900123CJ75,14.04.2026,2234,USD,93.779167,5.79,95.182778,5.51
US900123CK49,09.10.2026,2412,USD,96.286458,5.92,97.683542,5.66
US900123CL22,25.03.2027,2579,USD,102.246667,6.06,103.740000,5.81
US900123CP36,17.02.2028,2908,USD,94.503542,6.04,96.022014,5.79
US900123CQ19,24.10.2028,3158,USD,101.347778,6.25,102.841806,6.03
US900123CT57,26.04.2029,3342,USD,110.298750,6.50,111.851111,6.29
US900123AL40,15.01.2030,3606,USD,139.810347,6.55,141.776319,6.34
US900123CY43,13.03.2030,3663,USD,92.357083,6.33,93.896250,6.11
US900123AT75,14.02.2034,5097,USD,111.000000,6.81,112.714444,6.64
US900123AY60,17.03.2036,5859,USD,102.801042,6.91,104.419236,6.75
US900123BB58,05.03.2038,6577,USD,106.684583,6.94,108.454861,6.78
US900123BG46,30.05.2040,7394,USD,99.225000,6.98,100.902500,6.83
US900123BJ84,14.01.2041,7623,USD,91.310000,6.86,92.963333,6.71
US900123CB40,16.04.2043,8445,USD,83.261667,6.43,84.908750,6.27
US900123CG37,17.02.2045,9118,USD,95.596042,7.02,97.202847,6.89
US900123CM05,11.05.2047,9931,USD,88.312917,6.85,90.014861,6.70
XS1843443356,31.03.2025,1855,EUR,106.988538,4.02,108.663811,3.66
XS1629918415,14.06.2025,1930,EUR,98.436503,4.08,100.194262,3.70
XS1909184753,16.02.2026,2177,EUR,104.433115,4.38,106.201530,4.05
