Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CF53,22.03.2024,49,USD,101.341389,10.90,103.102278,0.00
US900123CV04,10.08.2024,190,USD,102.593889,7.22,104.396444,3.77
US900123CW86,14.11.2024,286,USD,100.266333,6.85,102.195556,4.37
US900123AW05,05.02.2025,369,USD,104.131042,6.85,102.450486,4.85
US900123CX69,13.03.2025,405,USD,98.655972,7.08,100.620194,5.26
US900123CZ18,14.10.2025,620,USD,100.944500,6.98,102.928333,5.77
US900123DB31,26.01.2026,724,USD,96.084167,6.94,98.066944,5.87
US900123CJ75,14.04.2026,802,USD,95.847000,6.95,97.795222,5.99
US900123CK49,09.10.2026,980,USD,96.357208,7.02,98.437375,6.17
US900123CL22,25.03.2027,1147,USD,98.806667,7.19,100.900333,6.46
USM88269US88,24.09.2027,1330,USD,107.305778,7.25,109.345333,6.65
US900123DF45,15.01.2028,1443,USD,108.646319,7.45,110.669042,6.90
US900123CP36,17.02.2028,1476,USD,94.821958,7.31,96.877903,6.71
US900123CQ19,24.10.2028,1726,USD,96.994361,7.31,99.028417,6.80
US900123DH01,14.03.2029,1867,USD,110.600750,7.69,112.627917,7.25
US900123CT57,26.04.2029,1910,USD,102.096333,7.61,104.145056,7.15
US900123AL40,15.01.2030,2174,USD,121.862764,7.39,124.307708,6.95
US900123CY43,13.03.2030,2231,USD,90.109083,7.73,92.252417,7.27
US900123DJ66,13.07.2030,2353,USD,106.598597,7.89,108.600986,7.53
US900123DA57,15.01.2031,2539,USD,90.490972,7.80,92.607083,7.39
US900123DC14,26.06.2031,2701,USD,89.845500,7.81,91.954778,7.42
US900123DG28,19.01.2033,3274,USD,108.528542,8.07,110.589708,7.78
US900123DD96,20.09.2033,3518,USD,93.240333,7.87,95.382556,7.55
US900123AT75,14.02.2034,3665,USD,104.468333,7.89,106.654222,7.59
US900123AY60,17.03.2036,4427,USD,93.253125,8.09,95.472514,7.80
US900123BB58,05.03.2038,5145,USD,95.838417,8.11,98.278972,7.81
US900123BG46,30.05.2040,5962,USD,87.642500,8.27,90.114500,7.98
US900123BJ84,14.01.2041,6191,USD,79.702000,8.28,81.969667,8.00
US900123CB40,16.04.2043,7013,USD,68.818417,8.30,70.951583,8.02
US900123CG37,17.02.2045,7686,USD,85.556458,8.41,87.730069,8.17
US900123CM05,11.05.2047,8499,USD,74.148750,8.43,76.249639,8.18
XS1843443356,31.03.2025,423,EUR,103.577077,4.90,105.354623,3.34
XS1629918415,14.06.2025,498,EUR,100.075989,4.78,101.941508,3.37
XS1909184753,16.02.2026,745,EUR,105.525548,4.92,107.449534,3.95
XS2361850527,08.07.2027,1252,EUR,100.385292,5.05,102.353107,4.43
