Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CW86,14.11.2024,37,USD,101.893000,8.90,102.938111,0.00
US900123AW05,05.02.2025,120,USD,101.667625,6.11,102.786597,2.74
US900123CX69,13.03.2025,156,USD,99.513139,6.10,100.606750,3.55
US900123CZ18,14.10.2025,371,USD,104.273250,5.16,105.456667,3.99
US900123DB31,26.01.2026,475,USD,100.225000,5.33,101.511389,4.32
US900123CJ75,14.04.2026,553,USD,100.261167,5.50,101.577778,4.60
US900123CK49,09.10.2026,731,USD,101.168958,5.55,0.000000,0.00
US900123CL22,25.03.2027,898,USD,101.034667,5.64,102.613000,4.97
USM88269US88,24.09.2027,1081,USD,108.054444,5.73,109.612222,5.19
US900123DF45,15.01.2028,1194,USD,114.114736,5.84,115.589597,5.39
US900123CP36,17.02.2028,1227,USD,98.413042,5.89,100.047514,5.36
US900123CQ19,24.10.2028,1477,USD,103.332278,5.97,104.989306,5.52
US900123DH01,14.03.2029,1618,USD,112.288000,6.32,113.864083,5.94
US900123CT57,26.04.2029,1661,USD,108.278250,6.38,109.898611,5.99
US900123AL40,15.01.2030,1925,USD,129.549847,5.88,131.615819,5.49
US900123CY43,13.03.2030,1982,USD,94.752583,6.49,96.618750,6.08
US900123DJ66,13.07.2030,2104,USD,113.996514,6.62,115.787208,6.27
US900123DA57,15.01.2031,2290,USD,97.114806,6.79,98.856861,6.45
US900123DC14,26.06.2031,2452,USD,96.502583,6.84,98.379222,6.49
US900123DL13,17.07.2032,2839,USD,102.460125,6.98,104.112708,6.71
US900123DG28,19.01.2033,3025,USD,116.715292,7.01,118.611375,6.74
US900123DD96,20.09.2033,3269,USD,96.982000,7.01,98.871111,6.72
US900123AT75,14.02.2034,3416,USD,109.188000,6.83,111.172444,6.56
US900123DK30,15.05.2034,3506,USD,106.686819,7.09,108.434181,6.85
US900123DN78,03.01.2035,3739,USD,95.525278,7.14,97.198389,6.91
US900123AY60,17.03.2036,4178,USD,97.664042,7.23,99.424236,7.00
US900123BB58,05.03.2038,4896,USD,101.349583,7.17,103.572861,6.92
US900123BG46,30.05.2040,5713,USD,95.347000,7.52,97.377500,7.30
US900123BJ84,14.01.2041,5942,USD,86.325000,7.63,88.225333,7.41
US900123CB40,16.04.2043,6764,USD,74.624167,7.71,76.439250,7.48
US900123CG37,17.02.2045,7437,USD,88.731542,7.83,90.560347,7.64
US900123CM05,11.05.2047,8250,USD,80.210917,7.86,81.899861,7.67
XS1843443356,31.03.2025,174,EUR,102.147205,5.09,103.797548,1.69
XS1629918415,14.06.2025,249,EUR,100.235877,4.41,101.972685,1.85
XS1909184753,16.02.2026,496,EUR,104.753798,4.09,106.742213,2.62
XS2361850527,08.07.2027,1003,EUR,101.692740,4.14,103.713712,3.37
XS2790222116,21.05.2030,2051,EUR,106.363274,5.20,108.192466,4.84
