Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,3227,USD,110.458333,4.44,114.054167,3.99
US900123AW05,05.02.2025,3547,USD,123.692014,4.6,127.314931,4.2
US900123CJ75,14.04.2026,3980,USD,96.948611,4.66,100.519444,4.25
US900123AL40,15.01.2030,5352,USD,176.439236,4.9,180.387153,4.65
US900123AT75,14.02.2034,6843,USD,135.177778,5.22,139.061111,4.96
US900123AY60,17.03.2036,7605,USD,121.241319,5.28,125.105903,5.02
US900123BB58,05.03.2038,8323,USD,126.800694,5.32,130.671528,5.08
US900123BG46,30.05.2040,9140,USD,122.725,5.33,126.5875,5.1
US900123BJ84,14.01.2041,9369,USD,111.883333,5.3,115.733333,5.05
US900123CB40,16.04.2043,10191,USD,94.9875,5.25,98.81875,4.99
US900123CG37,17.02.2045,10864,USD,121.248264,5.31,125.108681,5.1
