Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CW86,14.11.2024,36,USD,101.908556,9.00,102.953667,0.00
US900123AW05,05.02.2025,119,USD,101.688111,6.10,102.804083,2.71
US900123CX69,13.03.2025,155,USD,99.528944,6.10,100.622556,3.54
US900123CZ18,14.10.2025,370,USD,104.226958,5.22,105.414375,4.04
US900123DB31,26.01.2026,474,USD,100.245194,5.32,101.531583,4.31
US900123CJ75,14.04.2026,552,USD,100.282972,5.49,101.596583,4.59
US900123CK49,09.10.2026,730,USD,0.000000,0.00,0.000000,0.00
US900123CL22,25.03.2027,897,USD,101.061333,5.63,102.639667,4.96
USM88269US88,24.09.2027,1080,USD,108.088333,5.72,109.649111,5.18
US900123DF45,15.01.2028,1193,USD,114.152167,5.83,115.627028,5.38
US900123CP36,17.02.2028,1226,USD,98.440278,5.89,100.075750,5.35
US900123CQ19,24.10.2028,1476,USD,103.365292,5.97,105.019319,5.51
US900123DH01,14.03.2029,1617,USD,112.328042,6.31,113.906125,5.94
US900123CT57,26.04.2029,1660,USD,108.315431,6.37,109.936792,5.98
US900123AL40,15.01.2030,1924,USD,129.598833,5.87,131.664806,5.49
US900123CY43,13.03.2030,1981,USD,94.867167,6.47,96.733333,6.05
US900123DJ66,13.07.2030,2103,USD,114.124861,6.60,115.912556,6.25
US900123DA57,15.01.2031,2289,USD,97.235333,6.77,98.976389,6.43
US900123DC14,26.06.2031,2451,USD,96.622903,6.82,98.498542,6.47
US900123DL13,17.07.2032,2838,USD,102.460917,6.98,104.114500,6.71
US900123DG28,19.01.2033,3024,USD,116.871333,6.99,118.770417,6.72
US900123DD96,20.09.2033,3268,USD,97.063056,7.00,98.956167,6.71
US900123AT75,14.02.2034,3415,USD,109.320222,6.81,111.304667,6.54
US900123DK30,15.05.2034,3505,USD,106.818000,7.08,108.565361,6.84
US900123DN78,03.01.2035,3738,USD,95.695333,7.12,97.371444,6.88
US900123AY60,17.03.2036,4177,USD,97.755139,7.22,99.515333,7.00
US900123BB58,05.03.2038,4895,USD,101.402722,7.16,103.627000,6.91
US900123BG46,30.05.2040,5712,USD,95.398750,7.52,97.433250,7.29
US900123BJ84,14.01.2041,5941,USD,86.374667,7.63,88.275000,7.41
US900123CB40,16.04.2043,6763,USD,74.670708,7.70,76.482792,7.48
US900123CG37,17.02.2045,7436,USD,88.786944,7.83,90.615750,7.64
US900123CM05,11.05.2047,8249,USD,80.263889,7.85,81.952833,7.67
XS1843443356,31.03.2025,173,EUR,102.159877,5.09,103.810219,1.68
XS1629918415,14.06.2025,248,EUR,100.244781,4.41,101.981589,1.85
XS1909184753,16.02.2026,495,EUR,104.775005,4.08,106.763421,2.61
XS2361850527,08.07.2027,1002,EUR,101.727726,4.13,103.751699,3.36
XS2790222116,21.05.2030,2050,EUR,106.478370,5.18,108.306562,4.82
