Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CR91,23.12.2023,71,USD,101.520278,10.66,103.310833,1.66
US900123CF53,22.03.2024,161,USD,98.913417,9.07,100.817306,4.74
US900123CV04,10.08.2024,302,USD,99.704250,8.13,101.691806,5.69
US900123CW86,14.11.2024,398,USD,99.762778,8.10,101.828000,6.13
US900123AW05,05.02.2025,481,USD,100.803056,7.84,102.895000,6.21
US900123CX69,13.03.2025,517,USD,95.096167,8.25,97.156389,6.70
US900123CZ18,14.10.2025,732,USD,99.657792,8.31,98.481125,7.24
US900123DB31,26.01.2026,836,USD,93.463972,8.45,95.556750,7.42
US900123CJ75,14.04.2026,914,USD,92.653194,8.53,92.622417,7.57
US900123CK49,09.10.2026,1092,USD,90.722167,8.47,92.823333,7.66
US900123CL22,25.03.2027,1259,USD,92.898000,8.52,95.034667,7.80
USM88269US88,24.09.2027,1442,USD,100.508889,8.58,102.751444,7.93
US900123DF45,15.01.2028,1555,USD,106.446889,8.71,108.550611,8.16
US900123CP36,17.02.2028,1588,USD,88.694222,8.51,90.801167,7.91
US900123CQ19,24.10.2028,1838,USD,92.858347,8.62,94.983403,8.09
US900123DH01,14.03.2029,1979,USD,101.897208,9.10,103.864375,8.66
US900123CT57,26.04.2029,2022,USD,97.957153,8.92,100.181875,8.42
US900123AL40,15.01.2030,2286,USD,117.264778,8.83,120.092722,8.31
US900123CY43,13.03.2030,2343,USD,82.252500,9.05,84.370833,8.57
US900123DJ66,13.07.2030,2465,USD,101.424250,9.29,103.559639,8.88
US900123DA57,15.01.2031,2651,USD,84.994444,9.10,87.197556,8.65
US900123DC14,26.06.2031,2813,USD,84.224181,9.08,86.419458,8.65
US900123DG28,19.01.2033,3386,USD,102.235500,9.36,104.406667,9.03
US900123DD96,20.09.2033,3630,USD,84.275278,8.99,86.520500,8.62
US900123AT75,14.02.2034,3777,USD,94.739111,8.99,97.175000,8.62
US900123AY60,17.03.2036,4539,USD,83.198528,9.24,85.434917,8.91
US900123BB58,05.03.2038,5257,USD,85.448278,9.19,87.902833,8.86
US900123BG46,30.05.2040,6074,USD,80.323750,9.41,82.748750,9.08
US900123BJ84,14.01.2041,6303,USD,73.010333,9.35,75.390000,9.02
US900123CB40,16.04.2043,7125,USD,63.906875,9.14,63.640542,8.81
US900123CG37,17.02.2045,7798,USD,75.097556,9.48,77.374167,9.18
US900123CM05,11.05.2047,8611,USD,67.805778,9.43,70.059667,9.12
XS1843443356,31.03.2025,535,EUR,100.703776,5.90,102.812322,4.40
XS1629918415,14.06.2025,610,EUR,96.824454,5.99,99.056973,4.55
XS1909184753,16.02.2026,857,EUR,100.794932,6.42,102.901918,5.45
XS2361850527,08.07.2027,1364,EUR,93.722495,6.68,96.024309,5.96
