Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,1556,USD,105.731944,6.16,107.187500,5.80
US900123CF53,22.03.2024,1646,USD,100.952083,6.23,0.000000,0.00
US900123CV04,10.08.2024,1787,USD,101.292083,6.33,102.962639,5.94
US900123AW05,05.02.2025,1966,USD,104.976389,6.46,106.533333,6.14
US900123CJ75,14.04.2026,2399,USD,89.779861,6.53,91.427083,6.21
US900123CK49,09.10.2026,2577,USD,92.116667,6.68,94.020833,6.34
US900123CL22,25.03.2027,2744,USD,98.850000,6.69,100.516667,6.42
US900123CP36,17.02.2028,3073,USD,89.905556,6.79,91.562500,6.52
US900123CQ19,24.10.2028,3323,USD,97.417014,6.88,99.085069,6.64
US900123CT57,26.04.2029,3507,USD,109.071875,7.05,111.056597,6.79
US900123AL40,15.01.2030,3771,USD,135.886111,7.18,138.093056,6.95
US900123AT75,14.02.2034,5262,USD,108.052778,7.18,110.091667,6.97
US900123AY60,17.03.2036,6024,USD,96.313194,7.27,98.339583,7.06
US900123BB58,05.03.2038,6742,USD,100.181944,7.26,101.962500,7.09
US900123BG46,30.05.2040,7559,USD,95.443750,7.38,97.218750,7.21
US900123BJ84,14.01.2041,7788,USD,86.858333,7.33,88.625000,7.15
US900123CB40,16.04.2043,8610,USD,78.596875,6.91,80.351042,6.73
US900123CG37,17.02.2045,9283,USD,92.113889,7.37,93.887500,7.21
US900123CM05,11.05.2047,10096,USD,84.569444,7.22,86.333333,7.05
XS1843443356,31.03.2025,2020,EUR,102.923497,4.46,104.474044,4.16
XS1629918415,14.06.2025,2095,EUR,94.861339,4.46,96.646858,4.10
XS1909184753,16.02.2026,2342,EUR,105.263014,4.79,107.170000,4.45
