Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CV04,10.08.2024,138,USD,100.363750,7.47,102.037028,3.02
US900123CW86,14.11.2024,234,USD,101.360778,6.69,103.151889,3.84
US900123AW05,05.02.2025,317,USD,101.589306,6.67,103.510278,4.42
US900123CX69,13.03.2025,353,USD,97.931667,6.65,99.695278,4.75
US900123CZ18,14.10.2025,568,USD,102.474042,6.63,104.341458,5.38
US900123DB31,26.01.2026,672,USD,97.621472,6.60,99.577861,5.46
US900123CJ75,14.04.2026,750,USD,97.470694,6.59,99.382306,5.58
US900123CK49,09.10.2026,928,USD,98.235917,6.62,100.160000,5.78
US900123CL22,25.03.2027,1095,USD,0.000000,0.00,0.000000,0.00
USM88269US88,24.09.2027,1278,USD,0.000000,0.00,0.000000,0.00
US900123DF45,15.01.2028,1391,USD,111.075139,7.08,113.170000,6.50
US900123CP36,17.02.2028,1424,USD,94.498972,6.92,96.569444,6.30
US900123CQ19,24.10.2028,1674,USD,99.357097,6.95,101.386125,6.43
US900123DH01,14.03.2029,1815,USD,108.384458,7.40,110.371542,6.95
US900123CT57,26.04.2029,1858,USD,104.440903,7.32,106.478264,6.85
US900123AL40,15.01.2030,2122,USD,125.717028,6.91,128.173000,6.47
US900123CY43,13.03.2030,2179,USD,89.623000,7.47,91.699167,7.02
US900123DJ66,13.07.2030,2301,USD,109.155000,7.63,111.170694,7.26
US900123DA57,15.01.2031,2487,USD,92.721944,7.56,94.885000,7.13
US900123DC14,26.06.2031,2649,USD,92.265431,7.54,94.413069,7.14
US900123DG28,19.01.2033,3222,USD,112.043750,7.73,114.023833,7.45
US900123DD96,20.09.2033,3466,USD,92.650278,7.62,94.721389,7.30
US900123AT75,14.02.2034,3613,USD,103.941111,7.56,106.060556,7.27
US900123DK30,15.05.2034,3703,USD,100.202222,7.72,102.147583,7.45
US900123AY60,17.03.2036,4375,USD,93.425778,7.75,95.613972,7.46
US900123BB58,05.03.2038,5093,USD,95.490778,7.83,97.886056,7.55
US900123BG46,30.05.2040,5910,USD,90.426250,8.06,92.868750,7.77
US900123BJ84,14.01.2041,6139,USD,82.548333,8.04,84.694667,7.78
US900123CB40,16.04.2043,6961,USD,71.308125,8.07,73.330208,7.81
US900123CG37,17.02.2045,7634,USD,85.277306,8.18,87.404111,7.94
US900123CM05,11.05.2047,8447,USD,76.843278,8.21,78.865222,7.97
XS1843443356,31.03.2025,371,EUR,104.412180,4.76,106.227454,2.94
XS1629918415,14.06.2025,446,EUR,100.693738,4.82,102.531497,3.26
XS1909184753,16.02.2026,693,EUR,101.194891,4.82,103.103306,3.78
XS2361850527,08.07.2027,1200,EUR,101.979877,4.75,103.773784,4.16
