Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,2633,USD,100.895139,5.88,104.375000,5.30
US900123AW05,05.02.2025,2953,USD,111.702917,6.01,115.325347,5.49
US900123CJ75,14.04.2026,3386,USD,88.606250,6.00,92.165278,5.48
US900123CK49,09.10.2026,3564,USD,92.544583,6.06,96.132292,5.56
US900123AL40,15.01.2030,4758,USD,154.607639,6.30,158.272569,6.00
US900123AT75,14.02.2034,6249,USD,116.783333,6.65,120.394444,6.34
US900123AY60,17.03.2036,7011,USD,104.212500,6.67,107.807986,6.36
US900123BB58,05.03.2038,7729,USD,108.316667,6.72,111.917361,6.43
US900123BG46,30.05.2040,8546,USD,101.156250,6.71,104.750000,6.42
US900123BJ84,14.01.2041,8775,USD,94.850000,6.67,98.433333,6.37
US900123CB40,16.04.2043,9597,USD,81.069792,6.47,84.637500,6.15
US900123CG37,17.02.2045,10270,USD,101.289583,6.72,104.881597,6.45
