Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,3410,USD,110.426389,4.49,114.75625,3.97
US900123AW05,05.02.2025,3730,USD,124.651042,4.59,128.503472,4.18
US900123AL40,15.01.2030,5535,USD,177.623264,4.93,182.288194,4.64
US900123AT75,14.02.2034,7026,USD,136.633333,5.15,140.744444,4.89
US900123AY60,17.03.2036,7788,USD,121.703125,5.26,126.298611,4.96
US900123BB58,05.03.2038,8506,USD,128.010417,5.26,133.111111,4.95
US900123BG46,30.05.2040,9323,USD,123.6875,5.28,127.78125,5.03
US900123BJ84,14.01.2041,9552,USD,112.6,5.26,116.683333,5.0
US900123CB40,16.04.2043,10374,USD,96.710417,5.13,101.028125,4.84
US900123CG37,17.02.2045,11047,USD,121.211458,5.32,125.303472,5.09
