Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CV04,10.08.2024,93,USD,100.992861,8.55,102.733417,1.78
US900123CW86,14.11.2024,189,USD,102.035222,6.98,103.769444,3.61
US900123AW05,05.02.2025,272,USD,102.408694,6.67,104.207639,4.26
US900123CX69,13.03.2025,308,USD,98.674111,6.70,100.508333,4.49
US900123CZ18,14.10.2025,523,USD,100.322708,6.46,102.196542,5.13
US900123DB31,26.01.2026,627,USD,98.662028,6.43,100.604806,5.25
US900123CJ75,14.04.2026,705,USD,96.327139,6.47,98.294361,5.39
US900123CK49,09.10.2026,883,USD,96.739250,6.54,98.720417,5.66
US900123CL22,25.03.2027,1050,USD,99.083333,6.64,101.097000,5.88
USM88269US88,24.09.2027,1233,USD,106.560000,6.75,108.602556,6.12
US900123DF45,15.01.2028,1346,USD,112.657083,6.90,114.654806,6.34
US900123CP36,17.02.2028,1379,USD,95.577361,6.83,97.581306,6.22
US900123CQ19,24.10.2028,1629,USD,97.228208,6.92,99.356264,6.38
US900123DH01,14.03.2029,1770,USD,109.710292,7.31,111.844458,6.83
US900123CT57,26.04.2029,1813,USD,101.812347,7.25,103.887069,6.77
US900123AL40,15.01.2030,2077,USD,127.368417,6.79,130.240361,6.28
US900123CY43,13.03.2030,2134,USD,90.881667,7.37,93.007000,6.91
US900123DJ66,13.07.2030,2256,USD,110.800278,7.51,112.874667,7.12
US900123DA57,15.01.2031,2442,USD,93.764167,7.52,95.827278,7.12
US900123DC14,26.06.2031,2604,USD,93.255486,7.51,95.313764,7.13
US900123DG28,19.01.2033,3177,USD,113.704583,7.64,115.785750,7.35
US900123DD96,20.09.2033,3421,USD,93.764722,7.57,95.849944,7.26
US900123AT75,14.02.2034,3568,USD,105.546889,7.46,107.752778,7.16
US900123DK30,15.05.2034,3658,USD,101.274167,7.70,103.226889,7.43
US900123AY60,17.03.2036,4330,USD,94.190056,7.76,96.379444,7.48
US900123BB58,05.03.2038,5048,USD,96.838889,7.78,99.189444,7.50
US900123BG46,30.05.2040,5865,USD,91.768250,8.00,94.096250,7.73
US900123BJ84,14.01.2041,6094,USD,83.149667,8.06,85.253333,7.81
US900123CB40,16.04.2043,6916,USD,69.176458,8.12,71.307625,7.85
US900123CG37,17.02.2045,7589,USD,85.829028,8.21,87.965639,7.98
US900123CM05,11.05.2047,8402,USD,77.360056,8.24,0.000000,0.00
XS1843443356,31.03.2025,326,EUR,100.601178,4.48,102.372863,2.49
XS1629918415,14.06.2025,401,EUR,101.573328,4.54,103.363847,2.87
XS1909184753,16.02.2026,648,EUR,102.191235,4.58,104.093066,3.49
XS2361850527,08.07.2027,1155,EUR,103.197787,4.53,105.135601,3.88
XS2790222116,21.05.2030,2203,EUR,101.350699,5.75,102.060082,5.62
