Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,3650,USD,97.047917,6.16,101.595833,5.55
US900123AW05,05.02.2025,3970,USD,109.024306,6.34,114.085764,5.75
US900123AL40,15.01.2030,5775,USD,153.309028,6.62,158.407986,6.25
US900123AT75,14.02.2034,7266,USD,113.411111,6.84,118.727778,6.41
US900123AY60,17.03.2036,8028,USD,99.652778,6.92,104.710069,6.49
US900123BB58,05.03.2038,8746,USD,104.402778,6.91,109.463194,6.50
US900123BG46,30.05.2040,9563,USD,99.656250,6.96,104.712500,6.55
US900123BJ84,14.01.2041,9792,USD,89.683333,6.95,94.733333,6.52
US900123CB40,16.04.2043,10614,USD,78.153125,6.77,82.693750,6.35
US900123CG37,17.02.2045,11287,USD,96.162500,6.98,101.217708,6.59
