KÃ½ymet AdÃ½,Vade,Vadeye Kalan GÃ¼n,DÃ¶viz,AlÃ½Ã¾ FiyatÃ½,AlÃ½Ã¾ OranÃ½,SatÃ½Ã¾ FiyatÃ½,SatÃ½Ã¾ OranÃ½
US900123CR91,23.12.2023,1363,USD,99.497472,8.02,100.819611,7.61
US900123CF53,22.03.2024,1453,USD,93.177778,7.82,94.46775,7.42
US900123CV04,10.08.2024,1594,USD,95.860944,7.72,97.183583,7.36
US900123CW86,14.11.2024,1690,USD,93.913556,7.74,95.239111,7.39
US900123AW05,05.02.2025,1773,USD,99.129736,7.87,100.588222,7.51
US900123CX69,13.03.2025,1809,USD,86.124861,7.82,87.496667,7.45
US900123CJ75,14.04.2026,2206,USD,85.259722,7.77,86.804528,7.41
US900123CK49,09.10.2026,2384,USD,86.996625,7.93,88.569167,7.59
US900123CL22,25.03.2027,2551,USD,89.226333,8.06,90.94,7.72
US900123CP36,17.02.2028,2880,USD,84.063153,7.99,85.770389,7.67
US900123CQ19,24.10.2028,3130,USD,90.433167,8.13,92.104181,7.84
US900123CT57,26.04.2029,3314,USD,98.411806,8.4,100.065986,8.13
US900123AL40,15.01.2030,3578,USD,124.516958,8.51,127.170944,8.16
US900123CY43,13.03.2030,3635,USD,81.304417,8.12,83.01,7.84
US900123AT75,14.02.2034,5069,USD,100.977222,8.0,102.930444,7.77
US900123AY60,17.03.2036,5831,USD,88.418264,8.22,90.468361,7.97
US900123BB58,05.03.2038,6549,USD,93.071472,8.04,95.083611,7.82
US900123BG46,30.05.2040,7366,USD,87.634,8.25,89.57175,8.03
US900123BJ84,14.01.2041,7595,USD,79.472667,8.2,81.421333,7.97
US900123CB40,16.04.2043,8417,USD,71.834833,7.72,73.748375,7.49
US900123CG37,17.02.2045,9090,USD,82.999319,8.33,84.904722,8.12
US900123CM05,11.05.2047,9903,USD,75.620139,8.21,77.604111,7.98
XS1843443356,31.03.2025,1827,EUR,96.097363,6.68,93.225671,6.25
XS1629918415,14.06.2025,1902,EUR,88.464137,6.53,90.288896,6.08
XS1909184753,16.02.2026,2149,EUR,92.683929,6.88,94.394344,6.51
