Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CW86,14.11.2024,44,USD,101.791111,8.30,102.855222,0.00
US900123AW05,05.02.2025,127,USD,101.887222,5.13,103.016194,1.92
US900123CX69,13.03.2025,163,USD,99.697500,5.41,100.794111,2.97
US900123CZ18,14.10.2025,378,USD,104.464292,4.86,105.654708,3.72
US900123DB31,26.01.2026,482,USD,100.512639,5.02,101.802028,4.02
US900123CJ75,14.04.2026,560,USD,100.703528,5.12,102.020139,4.23
US900123CK49,09.10.2026,738,USD,101.574167,5.27,103.101250,4.48
US900123CL22,25.03.2027,905,USD,101.648000,5.33,103.205333,4.67
USM88269US88,24.09.2027,1088,USD,108.715222,5.45,110.280000,4.92
US900123DF45,15.01.2028,1201,USD,114.867722,5.56,116.346583,5.11
US900123CP36,17.02.2028,1234,USD,99.173389,5.60,100.811861,5.07
US900123CQ19,24.10.2028,1484,USD,104.116181,5.72,105.773208,5.27
US900123DH01,14.03.2029,1625,USD,113.380708,6.02,114.962792,5.65
US900123CT57,26.04.2029,1668,USD,109.387986,6.07,111.012347,5.69
US900123AL40,15.01.2030,1932,USD,130.896944,5.60,132.962917,5.22
US900123CY43,13.03.2030,1989,USD,96.095500,6.16,97.968667,5.75
US900123DJ66,13.07.2030,2111,USD,115.460083,6.30,117.254778,5.97
US900123DA57,15.01.2031,2297,USD,98.593111,6.47,100.337167,6.13
US900123DC14,26.06.2031,2459,USD,98.087347,6.52,99.965986,6.17
US900123DL13,17.07.2032,2846,USD,104.039583,6.69,105.776167,6.42
US900123DG28,19.01.2033,3032,USD,118.353000,6.75,120.255083,6.48
US900123DD96,20.09.2033,3276,USD,98.595611,6.74,100.491722,6.46
US900123AT75,14.02.2034,3423,USD,110.904444,6.57,112.895889,6.31
US900123DK30,15.05.2034,3513,USD,108.390556,6.83,110.144917,6.60
US900123AY60,17.03.2036,4185,USD,99.637361,6.96,101.403556,6.74
US900123BB58,05.03.2038,4903,USD,103.385611,6.92,105.618889,6.67
US900123BG46,30.05.2040,5720,USD,97.710750,7.24,99.751250,7.02
US900123BJ84,14.01.2041,5949,USD,88.570333,7.35,90.479667,7.13
US900123CB40,16.04.2043,6771,USD,76.926375,7.41,78.748458,7.19
US900123CG37,17.02.2045,7444,USD,91.124722,7.56,92.963528,7.38
US900123CM05,11.05.2047,8257,USD,82.594111,7.58,84.293056,7.40
XS1843443356,31.03.2025,181,EUR,102.106507,4.97,103.759849,1.70
XS1629918415,14.06.2025,256,EUR,100.222548,4.31,101.961356,1.82
XS1909184753,16.02.2026,503,EUR,104.801344,3.99,106.792760,2.54
XS2361850527,08.07.2027,1010,EUR,101.665836,4.12,103.692808,3.35
XS2790222116,21.05.2030,2058,EUR,106.970603,5.06,108.799795,4.70
