Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,1256,USD,0.000000,0.00,0.000000,0.00
US900123CF53,22.03.2024,1346,USD,0.000000,0.00,0.000000,0.00
US900123CV04,10.08.2024,1487,USD,0.000000,0.00,0.000000,0.00
US900123CW86,14.11.2024,1583,USD,0.000000,0.00,0.000000,0.00
US900123AW05,05.02.2025,1666,USD,0.000000,0.00,0.000000,0.00
US900123CX69,13.03.2025,1702,USD,0.000000,0.00,0.000000,0.00
US900123CJ75,14.04.2026,2099,USD,0.000000,0.00,0.000000,0.00
US900123CK49,09.10.2026,2277,USD,0.000000,0.00,0.000000,0.00
US900123CL22,25.03.2027,2444,USD,0.000000,0.00,0.000000,0.00
US900123CP36,17.02.2028,2773,USD,0.000000,0.00,0.000000,0.00
US900123CQ19,24.10.2028,3023,USD,0.000000,0.00,0.000000,0.00
US900123CT57,26.04.2029,3207,USD,0.000000,0.00,0.000000,0.00
US900123AL40,15.01.2030,3471,USD,0.000000,0.00,0.000000,0.00
US900123CY43,13.03.2030,3528,USD,0.000000,0.00,0.000000,0.00
US900123AT75,14.02.2034,4962,USD,0.000000,0.00,0.000000,0.00
US900123AY60,17.03.2036,5724,USD,0.000000,0.00,0.000000,0.00
US900123BB58,05.03.2038,6442,USD,0.000000,0.00,0.000000,0.00
US900123BG46,30.05.2040,7259,USD,0.000000,0.00,0.000000,0.00
US900123BJ84,14.01.2041,7488,USD,0.000000,0.00,0.000000,0.00
US900123CB40,16.04.2043,8310,USD,0.000000,0.00,0.000000,0.00
US900123CG37,17.02.2045,8983,USD,0.000000,0.00,0.000000,0.00
US900123CM05,11.05.2047,9796,USD,0.000000,0.00,0.000000,0.00
XS1843443356,31.03.2025,1720,EUR,0.000000,0.00,0.000000,0.00
XS1629918415,14.06.2025,1795,EUR,0.000000,0.00,0.000000,0.00
XS1909184753,16.02.2026,2042,EUR,0.000000,0.00,0.000000,0.00
