Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,955,USD,109.299306,4.58,111.675139,3.68
US900123CF53,22.03.2024,1045,USD,103.079611,4.88,105.435444,4.04
US900123CV04,10.08.2024,1186,USD,105.300778,5.10,107.671611,4.35
US900123CW86,14.11.2024,1282,USD,104.155889,5.16,103.734222,4.45
US900123AW05,05.02.2025,1365,USD,108.832153,5.32,111.125069,4.70
US900123CX69,13.03.2025,1401,USD,97.240528,5.25,99.611361,4.58
US900123CZ18,14.10.2025,1616,USD,104.028833,5.46,106.410083,4.89
US900123DB31,26.01.2026,1720,USD,98.473611,5.46,100.872778,4.89
US900123CJ75,14.04.2026,1798,USD,94.980556,5.50,97.331389,4.96
US900123CK49,09.10.2026,1976,USD,97.021875,5.62,99.273125,5.14
US900123CL22,25.03.2027,2143,USD,101.398333,5.87,103.723333,5.43
US900123CP36,17.02.2028,2472,USD,96.470069,5.99,98.850486,5.56
US900123CQ19,24.10.2028,2722,USD,100.026250,6.17,102.428333,5.79
US900123CT57,26.04.2029,2906,USD,107.814889,6.41,110.276972,6.05
US900123AL40,15.01.2030,3170,USD,140.051375,6.38,142.834292,6.05
US900123CY43,13.03.2030,3227,USD,93.648417,6.33,96.190917,5.95
US900123DA57,15.01.2031,3535,USD,98.680444,6.51,101.134611,6.17
US900123DC14,26.06.2031,3697,USD,0.000000,0.00,0.000000,0.00
US900123AT75,14.02.2034,4661,USD,112.020556,6.81,114.533889,6.54
US900123AY60,17.03.2036,5423,USD,100.120347,6.98,102.744931,6.70
US900123BB58,05.03.2038,6141,USD,103.916306,6.99,106.587139,6.74
US900123BG46,30.05.2040,6958,USD,99.518500,7.09,102.231000,6.84
US900123BJ84,14.01.2041,7187,USD,90.716667,7.07,93.301667,6.81
US900123CB40,16.04.2043,8009,USD,78.485083,6.81,80.921333,6.57
US900123CG37,17.02.2045,8682,USD,94.621236,7.24,97.076653,7.02
US900123CM05,11.05.2047,9495,USD,83.634972,7.15,86.060806,6.92
XS1843443356,31.03.2025,1419,EUR,103.645192,3.75,106.061219,3.11
XS1629918415,14.06.2025,1494,EUR,101.115164,3.74,103.648589,3.08
XS1909184753,16.02.2026,1741,EUR,104.771959,4.35,107.207438,3.81
