Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CF53,22.03.2024,81,USD,0.000000,0.00,0.000000,0.00
US900123CV04,10.08.2024,222,USD,0.000000,0.00,0.000000,0.00
US900123CW86,14.11.2024,318,USD,0.000000,0.00,0.000000,0.00
US900123AW05,05.02.2025,401,USD,0.000000,0.00,0.000000,0.00
US900123CX69,13.03.2025,437,USD,0.000000,0.00,0.000000,0.00
US900123CZ18,14.10.2025,652,USD,0.000000,0.00,0.000000,0.00
US900123DB31,26.01.2026,756,USD,0.000000,0.00,0.000000,0.00
US900123CJ75,14.04.2026,834,USD,0.000000,0.00,0.000000,0.00
US900123CK49,09.10.2026,1012,USD,0.000000,0.00,0.000000,0.00
US900123CL22,25.03.2027,1179,USD,0.000000,0.00,0.000000,0.00
USM88269US88,24.09.2027,1362,USD,0.000000,0.00,0.000000,0.00
US900123DF45,15.01.2028,1475,USD,0.000000,0.00,0.000000,0.00
US900123CP36,17.02.2028,1508,USD,0.000000,0.00,0.000000,0.00
US900123CQ19,24.10.2028,1758,USD,0.000000,0.00,0.000000,0.00
US900123DH01,14.03.2029,1899,USD,0.000000,0.00,0.000000,0.00
US900123CT57,26.04.2029,1942,USD,0.000000,0.00,0.000000,0.00
US900123AL40,15.01.2030,2206,USD,0.000000,0.00,0.000000,0.00
US900123CY43,13.03.2030,2263,USD,0.000000,0.00,0.000000,0.00
US900123DJ66,13.07.2030,2385,USD,0.000000,0.00,0.000000,0.00
US900123DA57,15.01.2031,2571,USD,0.000000,0.00,0.000000,0.00
US900123DC14,26.06.2031,2733,USD,0.000000,0.00,0.000000,0.00
US900123DG28,19.01.2033,3306,USD,0.000000,0.00,0.000000,0.00
US900123DD96,20.09.2033,3550,USD,0.000000,0.00,0.000000,0.00
US900123AT75,14.02.2034,3697,USD,0.000000,0.00,0.000000,0.00
US900123AY60,17.03.2036,4459,USD,0.000000,0.00,0.000000,0.00
US900123BB58,05.03.2038,5177,USD,0.000000,0.00,0.000000,0.00
US900123BG46,30.05.2040,5994,USD,0.000000,0.00,0.000000,0.00
US900123BJ84,14.01.2041,6223,USD,0.000000,0.00,0.000000,0.00
US900123CB40,16.04.2043,7045,USD,0.000000,0.00,0.000000,0.00
US900123CG37,17.02.2045,7718,USD,0.000000,0.00,0.000000,0.00
US900123CM05,11.05.2047,8531,USD,0.000000,0.00,0.000000,0.00
XS1843443356,31.03.2025,455,EUR,0.000000,0.00,0.000000,0.00
XS1629918415,14.06.2025,530,EUR,0.000000,0.00,0.000000,0.00
XS1909184753,16.02.2026,777,EUR,0.000000,0.00,0.000000,0.00
XS2361850527,08.07.2027,1284,EUR,0.000000,0.00,0.000000,0.00
