Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,3185,USD,108.113194,4.83,111.943056,4.32
US900123AW05,05.02.2025,3505,USD,121.781944,4.90,125.384375,4.49
US900123CJ75,14.04.2026,3938,USD,94.682639,5.01,98.491667,4.55
US900123AL40,15.01.2030,5310,USD,172.291667,5.25,176.206597,4.99
US900123AT75,14.02.2034,6801,USD,130.088889,5.64,133.950000,5.37
US900123AY60,17.03.2036,7563,USD,116.274306,5.69,120.119792,5.42
US900123BB58,05.03.2038,8281,USD,121.626389,5.72,125.477083,5.47
US900123BG46,30.05.2040,9098,USD,113.868750,5.74,117.962500,5.47
US900123BJ84,14.01.2041,9327,USD,106.316667,5.74,110.150000,5.47
US900123CB40,16.04.2043,10149,USD,90.292708,5.65,94.110417,5.36
US900123CG37,17.02.2045,10822,USD,115.502778,5.71,119.344792,5.48
