Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CF53,22.03.2024,42,USD,101.460194,11.67,103.214083,0.00
US900123CV04,10.08.2024,183,USD,102.740361,7.21,0.000000,0.00
US900123CW86,14.11.2024,279,USD,100.405222,6.84,102.331444,4.30
US900123AW05,05.02.2025,362,USD,100.769944,6.64,102.610889,4.78
US900123CX69,13.03.2025,398,USD,99.003611,6.87,100.963833,5.02
US900123CZ18,14.10.2025,613,USD,101.281458,6.85,103.262292,5.63
US900123DB31,26.01.2026,717,USD,96.398528,6.83,98.381306,5.76
US900123CJ75,14.04.2026,795,USD,96.527639,6.66,98.472861,5.70
US900123CK49,09.10.2026,973,USD,96.713000,6.92,98.797167,6.06
US900123CL22,25.03.2027,1140,USD,99.143333,7.12,101.153000,6.41
USM88269US88,24.09.2027,1323,USD,107.582000,7.21,109.617556,6.61
US900123DF45,15.01.2028,1436,USD,108.985333,7.39,111.008056,6.85
US900123CP36,17.02.2028,1469,USD,95.220611,7.23,97.275556,6.63
US900123CQ19,24.10.2028,1719,USD,97.386458,7.24,99.421514,6.73
US900123DH01,14.03.2029,1860,USD,111.101042,7.61,113.132208,7.17
US900123CT57,26.04.2029,1903,USD,102.406597,7.57,104.454319,7.11
US900123AL40,15.01.2030,2167,USD,122.546667,7.29,124.988611,6.86
US900123CY43,13.03.2030,2224,USD,90.466167,7.68,92.609500,7.22
US900123DJ66,13.07.2030,2346,USD,107.034028,7.84,109.078417,7.47
US900123DA57,15.01.2031,2532,USD,90.881667,7.75,92.997778,7.34
US900123DC14,26.06.2031,2694,USD,90.281736,7.75,92.394014,7.37
US900123DG28,19.01.2033,3267,USD,109.237833,7.99,111.218000,7.71
US900123DD96,20.09.2033,3511,USD,93.729722,7.81,95.874944,7.49
US900123AT75,14.02.2034,3658,USD,105.283889,7.80,107.472778,7.50
US900123AY60,17.03.2036,4420,USD,94.036806,8.01,96.256194,7.71
US900123BB58,05.03.2038,5138,USD,96.528389,8.04,98.971944,7.75
US900123BG46,30.05.2040,5955,USD,88.501750,8.18,90.976750,7.89
US900123BJ84,14.01.2041,6184,USD,80.748667,8.16,83.020333,7.89
US900123CB40,16.04.2043,7006,USD,69.700208,8.19,71.836375,7.91
US900123CG37,17.02.2045,7679,USD,86.590278,8.30,88.770889,8.07
US900123CM05,11.05.2047,8492,USD,75.492556,8.28,77.592444,8.03
XS1843443356,31.03.2025,416,EUR,103.812533,4.77,105.586079,3.19
XS1629918415,14.06.2025,491,EUR,100.291148,4.68,102.156667,3.25
XS1909184753,16.02.2026,738,EUR,105.872274,4.79,107.792260,3.81
XS2361850527,08.07.2027,1245,EUR,100.971967,4.89,102.939781,4.27
