Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,2821,USD,110.831250,4.33,114.740972,3.79
US900123AW05,05.02.2025,3141,USD,124.740972,4.32,128.695833,3.85
US900123CJ75,14.04.2026,3574,USD,100.409028,4.31,104.277083,3.85
US900123CK49,09.10.2026,3752,USD,105.516667,4.39,109.152083,3.98
US900123AL40,15.01.2030,4946,USD,177.975694,4.61,182.055556,4.35
US900123AT75,14.02.2034,6437,USD,136.294444,5.11,140.266667,4.85
US900123AY60,17.03.2036,7199,USD,122.236111,5.22,126.177083,4.95
US900123BB58,05.03.2038,7917,USD,128.586111,5.21,132.537500,4.97
US900123BG46,30.05.2040,8734,USD,120.581250,5.27,124.518750,5.03
US900123BJ84,14.01.2041,8963,USD,112.783333,5.27,116.700000,5.02
US900123CB40,16.04.2043,9785,USD,96.765625,5.17,100.651042,4.91
US900123CG37,17.02.2045,10458,USD,122.465972,5.26,126.400000,5.05
