Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,1237,USD,0.000000,0.00,0.000000,0.00
US900123CF53,22.03.2024,1327,USD,0.000000,0.00,0.000000,0.00
US900123CV04,10.08.2024,1468,USD,0.000000,0.00,0.000000,0.00
US900123CW86,14.11.2024,1564,USD,0.000000,0.00,0.000000,0.00
US900123AW05,05.02.2025,1647,USD,0.000000,0.00,0.000000,0.00
US900123CX69,13.03.2025,1683,USD,0.000000,0.00,0.000000,0.00
US900123CJ75,14.04.2026,2080,USD,0.000000,0.00,0.000000,0.00
US900123CK49,09.10.2026,2258,USD,0.000000,0.00,0.000000,0.00
US900123CL22,25.03.2027,2425,USD,0.000000,0.00,0.000000,0.00
US900123CP36,17.02.2028,2754,USD,0.000000,0.00,0.000000,0.00
US900123CQ19,24.10.2028,3004,USD,0.000000,0.00,0.000000,0.00
US900123CT57,26.04.2029,3188,USD,0.000000,0.00,0.000000,0.00
US900123AL40,15.01.2030,3452,USD,0.000000,0.00,0.000000,0.00
US900123CY43,13.03.2030,3509,USD,0.000000,0.00,0.000000,0.00
US900123AT75,14.02.2034,4943,USD,0.000000,0.00,0.000000,0.00
US900123AY60,17.03.2036,5705,USD,0.000000,0.00,0.000000,0.00
US900123BB58,05.03.2038,6423,USD,0.000000,0.00,0.000000,0.00
US900123BG46,30.05.2040,7240,USD,0.000000,0.00,0.000000,0.00
US900123BJ84,14.01.2041,7469,USD,0.000000,0.00,0.000000,0.00
US900123CB40,16.04.2043,8291,USD,0.000000,0.00,0.000000,0.00
US900123CG37,17.02.2045,8964,USD,0.000000,0.00,0.000000,0.00
US900123CM05,11.05.2047,9777,USD,0.000000,0.00,0.000000,0.00
XS1843443356,31.03.2025,1701,EUR,0.000000,0.00,0.000000,0.00
XS1629918415,14.06.2025,1776,EUR,0.000000,0.00,0.000000,0.00
XS1909184753,16.02.2026,2023,EUR,0.000000,0.00,0.000000,0.00
