Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,3516,USD,108.890278,4.86,113.720139,4.28
US900123AW05,05.02.2025,3836,USD,119.270486,5.00,124.122917,4.48
US900123AL40,15.01.2030,5641,USD,170.192708,5.25,175.107639,4.94
US900123AT75,14.02.2034,7132,USD,133.322222,5.51,138.183333,5.19
US900123AY60,17.03.2036,7894,USD,118.904514,5.57,123.750000,5.24
US900123BB58,05.03.2038,8612,USD,124.540972,5.60,129.391667,5.29
US900123BG46,30.05.2040,9429,USD,116.237500,5.64,121.081250,5.33
US900123BJ84,14.01.2041,9658,USD,104.866667,5.67,109.700000,5.34
US900123CB40,16.04.2043,10480,USD,93.239583,5.45,98.057292,5.11
US900123CG37,17.02.2045,11153,USD,116.073263,5.72,120.915277,5.43
