Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CW86,14.11.2024,49,USD,101.687333,8.21,102.855556,0.00
US900123AW05,05.02.2025,132,USD,101.735792,5.35,102.892736,2.22
US900123CX69,13.03.2025,168,USD,99.607472,5.45,100.754694,3.00
US900123CZ18,14.10.2025,383,USD,104.239750,5.01,105.579583,3.76
US900123DB31,26.01.2026,487,USD,100.416667,5.04,101.769444,4.02
US900123CJ75,14.04.2026,565,USD,100.558500,5.17,101.968722,4.24
US900123CK49,09.10.2026,743,USD,101.241458,5.41,102.795625,4.62
US900123CL22,25.03.2027,910,USD,101.430667,5.39,103.010333,4.74
USM88269US88,24.09.2027,1093,USD,108.361778,5.55,109.988333,5.01
US900123DF45,15.01.2028,1206,USD,114.468569,5.66,116.047292,5.19
US900123CP36,17.02.2028,1239,USD,99.006208,5.63,100.657153,5.11
US900123CQ19,24.10.2028,1489,USD,103.904111,5.76,105.534167,5.33
US900123DH01,14.03.2029,1630,USD,113.121500,6.06,114.756667,5.69
US900123CT57,26.04.2029,1673,USD,109.008083,6.14,110.748806,5.74
US900123AL40,15.01.2030,1937,USD,130.420014,5.67,133.032958,5.19
US900123CY43,13.03.2030,1994,USD,95.950583,6.18,97.802917,5.78
US900123DJ66,13.07.2030,2116,USD,115.238347,6.33,117.058736,5.99
US900123DA57,15.01.2031,2302,USD,98.344472,6.50,100.142583,6.16
US900123DC14,26.06.2031,2464,USD,97.872750,6.54,99.763028,6.20
US900123DL13,17.07.2032,2851,USD,103.932625,6.70,105.679792,6.42
US900123DG28,19.01.2033,3037,USD,118.034792,6.78,119.994958,6.51
US900123DD96,20.09.2033,3281,USD,98.362333,6.76,100.196556,6.50
US900123AT75,14.02.2034,3428,USD,110.858333,6.56,112.960222,6.29
US900123DK30,15.05.2034,3518,USD,108.479653,6.81,110.227375,6.58
US900123AY60,17.03.2036,4190,USD,99.454875,6.97,101.449264,6.72
US900123BB58,05.03.2038,4908,USD,103.080917,6.94,105.423472,6.69
US900123BG46,30.05.2040,5725,USD,97.668000,7.23,99.818000,7.01
US900123BJ84,14.01.2041,5954,USD,88.515000,7.35,90.562667,7.12
US900123CB40,16.04.2043,6776,USD,76.901667,7.40,78.718833,7.19
US900123CG37,17.02.2045,7449,USD,90.957708,7.57,92.825319,7.39
US900123CM05,11.05.2047,8262,USD,82.689250,7.56,84.484139,7.37
XS1843443356,31.03.2025,186,EUR,102.012151,5.03,103.706836,1.78
XS1629918415,14.06.2025,261,EUR,100.022027,4.51,101.826644,1.99
XS1909184753,16.02.2026,508,EUR,104.502306,4.17,106.609137,2.66
XS2361850527,08.07.2027,1015,EUR,101.341904,4.22,103.407849,3.45
XS2790222116,21.05.2030,2063,EUR,106.621123,5.12,108.579507,4.73
