Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,701,USD,103.642889,5.54,105.633444,4.49
US900123CF53,22.03.2024,791,USD,101.261694,6.06,103.291583,5.09
US900123CV04,10.08.2024,932,USD,102.601861,6.45,104.628417,5.61
US900123CW86,14.11.2024,1028,USD,98.734222,6.51,100.767444,5.73
US900123AW05,05.02.2025,1111,USD,104.940694,6.80,107.051639,6.07
US900123CX69,13.03.2025,1147,USD,94.787111,6.65,96.888333,5.90
US900123CZ18,14.10.2025,1362,USD,99.746708,6.98,101.851542,6.35
US900123DB31,26.01.2026,1466,USD,94.509028,7.01,96.592806,6.41
US900123CJ75,14.04.2026,1544,USD,90.963139,7.07,93.078361,6.48
US900123CK49,09.10.2026,1722,USD,92.083250,7.23,94.180417,6.70
US900123CL22,25.03.2027,1889,USD,96.095333,7.37,98.204000,6.88
US900123CP36,17.02.2028,2218,USD,91.493361,7.34,93.599306,6.89
US900123CQ19,24.10.2028,2468,USD,94.081208,7.54,96.194264,7.14
US900123CT57,26.04.2029,2652,USD,101.165347,7.74,103.312069,7.36
US900123AL40,15.01.2030,2916,USD,124.846917,7.69,127.603861,7.30
US900123CY43,13.03.2030,2973,USD,87.670667,7.62,89.793000,7.25
US900123DA57,15.01.2031,3281,USD,88.468167,7.77,90.570278,7.43
US900123DC14,26.06.2031,3443,USD,0.000000,0.00,0.000000,0.00
US900123DD96,20.09.2033,4260,USD,91.312722,7.95,93.311944,7.67
US900123AT75,14.02.2034,4407,USD,104.566889,7.86,106.903778,7.57
US900123AY60,17.03.2036,5169,USD,93.790056,7.89,96.056444,7.62
US900123BB58,05.03.2038,5887,USD,96.884889,7.90,99.488444,7.61
US900123BG46,30.05.2040,6704,USD,88.863250,8.02,91.218250,7.76
US900123BJ84,14.01.2041,6933,USD,82.078667,7.84,84.415333,7.58
US900123CB40,16.04.2043,7755,USD,75.056458,7.33,77.193625,7.09
US900123CG37,17.02.2045,8428,USD,88.464028,8.00,90.637639,7.78
US900123CM05,11.05.2047,9241,USD,79.935056,7.66,82.093944,7.43
XS1843443356,31.03.2025,1165,EUR,103.238685,4.80,105.387370,4.08
XS1629918415,14.06.2025,1240,EUR,97.556808,4.68,99.695425,3.99
XS1909184753,16.02.2026,1487,EUR,104.615589,5.26,106.746575,4.68
XS2361850527,08.07.2027,1994,EUR,96.803301,5.58,99.017247,5.10
