Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,2682,USD,101.628472,5.62,105.208333,5.05
US900123AW05,05.02.2025,3002,USD,112.339583,5.79,115.942014,5.29
US900123CJ75,14.04.2026,3435,USD,89.639583,5.74,93.198611,5.24
US900123CK49,09.10.2026,3613,USD,93.514583,5.81,97.082292,5.33
US900123AL40,15.01.2030,4807,USD,155.524306,6.12,159.189236,5.83
US900123AT75,14.02.2034,6298,USD,117.316667,6.51,120.927778,6.21
US900123AY60,17.03.2036,7060,USD,104.395833,6.57,107.991319,6.27
US900123BB58,05.03.2038,7778,USD,108.450000,6.63,112.050694,6.34
US900123BG46,30.05.2040,8595,USD,104.981250,6.59,108.575000,6.31
US900123BJ84,14.01.2041,8824,USD,95.050000,6.58,98.633333,6.28
US900123CB40,16.04.2043,9646,USD,80.919792,6.42,83.987500,6.15
US900123CG37,17.02.2045,10319,USD,102.156250,6.58,105.748264,6.32
