KÃ½ymet AdÃ½,Vade,Vadeye Kalan GÃ¼n,DÃ¶viz,AlÃ½Ã¾ FiyatÃ½,AlÃ½Ã¾ OranÃ½,SatÃ½Ã¾ FiyatÃ½,SatÃ½Ã¾ OranÃ½
US900123CR91,23.12.2023,592,USD,101.679028,7.97,104.173306,6.33
US900123CF53,22.03.2024,682,USD,95.966667,8.58,98.320611,7.19
US900123CV04,10.08.2024,823,USD,96.5205,8.88,98.984778,7.64
US900123CW86,14.11.2024,919,USD,95.187778,9.03,97.711889,7.86
US900123AW05,05.02.2025,1002,USD,97.881181,9.08,100.375153,8.04
US900123CX69,13.03.2025,1038,USD,89.130917,8.93,91.796528,7.81
US900123CZ18,14.10.2025,1253,USD,92.458417,9.14,95.086833,8.22
US900123DB31,26.01.2026,1357,USD,87.637222,9.2,90.118611,8.35
US900123CJ75,14.04.2026,1435,USD,84.576944,9.1,87.240556,8.22
US900123CK49,09.10.2026,1613,USD,84.549792,9.34,87.317875,8.51
US900123CL22,25.03.2027,1780,USD,87.73,9.39,90.247333,8.7
USM88269US88,24.09.2027,1963,USD,97.671889,9.42,100.191667,8.82
US900123CP36,17.02.2028,2109,USD,82.576597,9.37,84.904069,8.79
US900123CQ19,24.10.2028,2359,USD,84.550222,9.43,87.23425,8.82
US900123CT57,26.04.2029,2543,USD,90.544528,9.58,93.291889,9.01
US900123AL40,15.01.2030,2807,USD,116.288403,9.54,120.145375,8.9
US900123CY43,13.03.2030,2864,USD,77.74925,9.49,80.707417,8.87
US900123DA57,15.01.2031,3172,USD,80.425694,9.66,83.13375,9.13
US900123DD96,20.09.2033,4151,USD,79.440778,9.65,82.238889,9.18
US900123AT75,14.02.2034,4298,USD,93.806111,9.14,97.325556,8.63
US900123AY60,17.03.2036,5060,USD,81.077153,9.49,84.356347,9.01
US900123BB58,05.03.2038,5778,USD,83.939028,9.38,87.939306,8.84
US900123BG46,30.05.2040,6595,USD,79.865,9.44,83.6805,8.93
US900123BJ84,14.01.2041,6824,USD,71.631333,9.49,74.779667,9.04
US900123CB40,16.04.2043,7646,USD,63.15,8.79,65.892083,8.4
US900123CG37,17.02.2045,8319,USD,74.982431,9.49,78.138236,9.07
US900123CM05,11.05.2047,9132,USD,69.617028,9.16,69.459972,8.79
XS1843443356,31.03.2025,1056,EUR,97.231849,5.89,99.529192,5.0
XS1629918415,14.06.2025,1131,EUR,95.478356,5.96,98.263164,4.92
XS1909184753,16.02.2026,1378,EUR,96.657466,6.58,99.344959,5.76
XS2361850527,08.07.2027,1885,EUR,92.237808,7.09,95.103781,6.38
