Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CF53,22.03.2024,31,USD,101.680889,13.21,103.305833,0.00
US900123CV04,10.08.2024,172,USD,99.821389,7.11,101.491667,3.55
US900123CW86,14.11.2024,268,USD,100.716333,6.69,102.387444,4.37
US900123AW05,05.02.2025,351,USD,101.057292,6.55,102.875264,4.63
US900123CX69,13.03.2025,387,USD,99.176472,6.90,101.010083,5.10
US900123CZ18,14.10.2025,602,USD,101.669250,6.73,103.614667,5.50
US900123DB31,26.01.2026,706,USD,96.748667,6.75,98.785056,5.61
US900123CJ75,14.04.2026,784,USD,96.499500,6.78,98.501111,5.76
US900123CK49,09.10.2026,962,USD,97.040958,6.86,99.178042,5.96
US900123CL22,25.03.2027,1129,USD,99.508667,7.06,101.565000,6.32
USM88269US88,24.09.2027,1312,USD,108.034778,7.14,110.105556,6.51
US900123DF45,15.01.2028,1425,USD,109.592069,7.29,111.642931,6.73
US900123CP36,17.02.2028,1458,USD,93.129708,7.15,95.236181,6.52
US900123CQ19,24.10.2028,1708,USD,97.798611,7.19,99.879639,6.66
US900123DH01,14.03.2029,1849,USD,111.725500,7.53,113.787583,7.07
US900123CT57,26.04.2029,1892,USD,103.152583,7.45,105.241944,6.97
US900123AL40,15.01.2030,2156,USD,123.221514,7.21,125.850486,6.74
US900123CY43,13.03.2030,2213,USD,90.872583,7.64,92.986750,7.18
US900123DJ66,13.07.2030,2335,USD,107.714847,7.76,109.791542,7.37
US900123DA57,15.01.2031,2521,USD,91.381472,7.69,93.548528,7.27
US900123DC14,26.06.2031,2683,USD,90.688250,7.72,92.846889,7.31
US900123DG28,19.01.2033,3256,USD,110.007292,7.91,112.102375,7.61
US900123DD96,20.09.2033,3500,USD,94.238333,7.77,96.347444,7.44
US900123AT75,14.02.2034,3647,USD,101.816333,7.75,104.044778,7.44
US900123DK30,15.05.2034,3737,USD,98.002903,7.93,99.775264,7.68
US900123AY60,17.03.2036,4409,USD,94.648875,7.95,96.917069,7.65
US900123BB58,05.03.2038,5127,USD,97.257917,7.98,99.665194,7.68
US900123BG46,30.05.2040,5944,USD,88.820000,8.17,91.254500,7.88
US900123BJ84,14.01.2041,6173,USD,80.937000,8.16,83.095333,7.90
US900123CB40,16.04.2043,6995,USD,70.017167,8.17,72.126250,7.90
US900123CG37,17.02.2045,7668,USD,83.680208,8.28,85.824014,8.04
US900123CM05,11.05.2047,8481,USD,75.521250,8.30,77.593194,8.05
XS1843443356,31.03.2025,405,EUR,104.166536,4.57,106.081809,2.81
XS1629918415,14.06.2025,480,EUR,100.588825,4.55,102.516585,3.03
XS1909184753,16.02.2026,727,EUR,101.234831,4.57,103.290246,3.50
XS2361850527,08.07.2027,1234,EUR,101.476456,4.77,103.587363,4.09
