Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,3466,USD,106.547917,4.89,110.627778,4.38
US900123AW05,05.02.2025,3786,USD,120.524306,4.95,124.626736,4.51
US900123AL40,15.01.2030,5591,USD,171.809028,5.22,175.973958,4.96
US900123AT75,14.02.2034,7082,USD,130.411111,5.5,134.522222,5.23
US900123AY60,17.03.2036,7844,USD,115.652778,5.62,119.748264,5.34
US900123BB58,05.03.2038,8562,USD,121.902778,5.59,126.003472,5.33
US900123BG46,30.05.2040,9379,USD,116.65625,5.67,120.75,5.41
US900123BJ84,14.01.2041,9608,USD,106.183333,5.63,110.766667,5.32
US900123CB40,16.04.2043,10430,USD,93.653125,5.47,97.720833,5.18
US900123CG37,17.02.2045,11103,USD,114.199306,5.69,118.291319,5.44
