Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,919,USD,110.714167,4.20,112.944722,3.33
US900123CF53,22.03.2024,1009,USD,104.426639,4.55,106.615528,3.74
US900123CV04,10.08.2024,1150,USD,106.556139,4.85,108.761694,4.13
US900123CW86,14.11.2024,1246,USD,102.478333,4.96,104.690556,4.28
US900123AW05,05.02.2025,1329,USD,110.169167,5.10,112.411111,4.47
US900123CX69,13.03.2025,1365,USD,98.254722,5.10,100.471944,4.45
US900123CZ18,14.10.2025,1580,USD,104.848625,5.39,107.064458,4.85
US900123DB31,26.01.2026,1684,USD,99.373417,5.36,101.601194,4.83
US900123CJ75,14.04.2026,1762,USD,95.884750,5.41,98.246972,4.85
US900123CK49,09.10.2026,1940,USD,97.854833,5.55,100.049000,5.07
US900123CL22,25.03.2027,2107,USD,102.446667,5.78,104.683333,5.34
US900123CP36,17.02.2028,2436,USD,97.828333,5.83,99.960278,5.45
US900123CQ19,24.10.2028,2686,USD,101.287736,6.06,103.535792,5.69
US900123CT57,26.04.2029,2870,USD,109.189208,6.30,111.608931,5.94
US900123AL40,15.01.2030,3134,USD,141.917889,6.25,144.674833,5.92
US900123CY43,13.03.2030,3191,USD,95.195833,6.17,97.584167,5.82
US900123DA57,15.01.2031,3499,USD,100.088917,6.39,102.515028,6.06
US900123DC14,26.06.2031,3661,USD,0.000000,0.00,0.000000,0.00
US900123AT75,14.02.2034,4625,USD,113.938333,6.67,116.412222,6.41
US900123AY60,17.03.2036,5387,USD,101.728750,6.87,104.195139,6.62
US900123BB58,05.03.2038,6105,USD,105.660167,6.88,108.115722,6.65
US900123BG46,30.05.2040,6922,USD,97.402750,7.03,99.857750,6.80
US900123BJ84,14.01.2041,7151,USD,91.938000,7.00,94.499667,6.75
US900123CB40,16.04.2043,7973,USD,79.338042,6.77,81.752208,6.53
US900123CG37,17.02.2045,8646,USD,96.111333,7.16,98.534944,6.95
US900123CM05,11.05.2047,9459,USD,85.066000,7.06,87.469889,6.84
XS1843443356,31.03.2025,1383,EUR,104.338356,3.66,106.759041,3.00
XS1629918415,14.06.2025,1458,EUR,98.463712,3.68,100.769329,3.06
XS1909184753,16.02.2026,1705,EUR,106.046836,4.16,108.513822,3.60
