Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,2216,USD,104.300722,5.39,107.832667,4.73
US900123AW05,05.02.2025,2536,USD,110.901208,5.54,114.442181,4.97
US900123CJ75,14.04.2026,2969,USD,92.187333,5.71,95.710944,5.14
US900123CK49,09.10.2026,3147,USD,95.715208,5.79,99.242292,5.26
US900123CL22,25.03.2027,3314,USD,103.384667,5.87,106.918000,5.38
US900123CP36,17.02.2028,3643,USD,94.945208,5.87,97.323681,5.55
US900123AL40,15.01.2030,4341,USD,150.725431,6.00,156.618403,5.49
US900123AT75,14.02.2034,5832,USD,115.560667,6.45,119.355111,6.11
US900123AY60,17.03.2036,6594,USD,106.793458,6.52,110.581653,6.18
US900123BB58,05.03.2038,7312,USD,111.317750,6.54,115.108028,6.23
US900123BG46,30.05.2040,8129,USD,103.545500,6.58,107.333000,6.27
US900123BJ84,14.01.2041,8358,USD,94.238000,6.55,97.896333,6.23
US900123CB40,16.04.2043,9180,USD,82.009417,6.48,85.536500,6.15
US900123CG37,17.02.2045,9853,USD,99.679625,6.66,103.216431,6.39
US900123CM05,11.05.2047,10666,USD,90.472083,6.62,94.004028,6.33
XS1629918415,14.06.2025,2665,EUR,101.744356,3.33,103.262164,3.10
