Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,2452,USD,105.367139,5.09,108.947000,4.49
US900123AW05,05.02.2025,2772,USD,116.710917,5.18,120.313347,4.66
US900123CJ75,14.04.2026,3205,USD,93.880250,5.27,97.439278,4.75
US900123CK49,09.10.2026,3383,USD,97.641583,5.36,101.209292,4.88
US900123CL22,25.03.2027,3550,USD,106.963000,5.43,110.421333,4.99
US900123AL40,15.01.2030,4577,USD,161.908639,5.57,165.823569,5.26
US900123AT75,14.02.2034,6068,USD,124.564333,5.95,128.425444,5.64
US900123AY60,17.03.2036,6830,USD,111.867500,5.99,115.712986,5.69
US900123BB58,05.03.2038,7548,USD,116.831667,6.02,120.682361,5.74
US900123BG46,30.05.2040,8365,USD,109.214250,6.05,113.058000,5.77
US900123BJ84,14.01.2041,8594,USD,102.487000,6.03,106.070333,5.75
US900123CB40,16.04.2043,9416,USD,87.050792,5.94,90.618500,5.65
US900123CG37,17.02.2045,10089,USD,109.899583,6.07,113.491597,5.83
US900123CM05,11.05.2047,10902,USD,96.607500,6.06,99.687361,5.84
XS1629918415,14.06.2025,2901,EUR,98.034986,3.57,99.802795,3.31
