Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,1389,USD,109.779861,4.82,111.120139,4.46
US900123CF53,22.03.2024,1479,USD,105.437500,4.96,107.019444,4.55
US900123CV04,10.08.2024,1620,USD,105.523333,5.05,107.108611,4.67
US900123CW86,14.11.2024,1716,USD,103.686111,5.12,105.267222,4.75
US900123AW05,05.02.2025,1799,USD,110.394097,5.10,112.085069,4.73
US900123CX69,13.03.2025,1835,USD,0.000000,0.00,0.000000,0.00
US900123CJ75,14.04.2026,2232,USD,95.702778,5.41,97.126389,5.13
US900123CK49,09.10.2026,2410,USD,98.888542,5.43,100.565625,5.13
US900123CL22,25.03.2027,2577,USD,105.025000,5.59,106.808333,5.29
US900123CP36,17.02.2028,2906,USD,97.367014,5.58,99.145486,5.30
US900123CQ19,24.10.2028,3156,USD,104.711806,5.75,106.495833,5.50
US900123CT57,26.04.2029,3340,USD,113.711111,6.04,115.753472,5.77
US900123AL40,15.01.2030,3604,USD,144.366319,6.05,146.432292,5.84
US900123CY43,13.03.2030,3661,USD,0.000000,0.00,0.000000,0.00
US900123AT75,14.02.2034,5095,USD,115.944444,6.31,117.988889,6.12
US900123AY60,17.03.2036,5857,USD,107.689236,6.42,109.727431,6.23
US900123BB58,05.03.2038,6575,USD,0.000000,0.00,0.000000,0.00
US900123BG46,30.05.2040,7392,USD,104.012500,6.55,106.050000,6.37
US900123BJ84,14.01.2041,7621,USD,95.083333,6.51,97.116667,6.33
US900123CB40,16.04.2043,8443,USD,86.868750,6.09,88.895833,5.91
US900123CG37,17.02.2045,9116,USD,100.187847,6.63,102.224653,6.47
US900123CM05,11.05.2047,9929,USD,91.929861,6.53,93.961806,6.36
XS1843443356,31.03.2025,1853,EUR,108.033811,3.80,109.809085,3.42
XS1629918415,14.06.2025,1928,EUR,100.344262,3.67,102.112022,3.30
XS1909184753,16.02.2026,2175,EUR,106.491530,4.00,108.269945,3.68
