Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,3307,USD,112.571528,4.40,116.119444,3.96
US900123AW05,05.02.2025,3627,USD,123.073611,4.53,126.885069,4.12
US900123AL40,15.01.2030,5432,USD,176.583333,4.77,180.432292,4.53
US900123AT75,14.02.2034,6923,USD,135.672222,5.08,139.488889,4.83
US900123AY60,17.03.2036,7685,USD,125.420139,5.13,129.227431,4.88
US900123BB58,05.03.2038,8403,USD,131.834722,5.14,132.020139,4.91
US900123BG46,30.05.2040,9220,USD,123.743750,5.18,127.550000,4.95
US900123BJ84,14.01.2041,9449,USD,112.816667,5.15,116.616667,4.92
US900123CB40,16.04.2043,10271,USD,99.105208,5.06,102.895833,4.81
US900123CG37,17.02.2045,10944,USD,122.294444,5.17,126.099653,4.96
