KÃ½ymet AdÃ½,Vade,Vadeye Kalan GÃ¼n,DÃ¶viz,AlÃ½Ã¾ FiyatÃ½,AlÃ½Ã¾ OranÃ½,SatÃ½Ã¾ FiyatÃ½,SatÃ½Ã¾ OranÃ½
US900123CR91,23.12.2023,626,USD,103.077306,6.61,104.953583,5.48
US900123CF53,22.03.2024,716,USD,97.818611,7.08,99.731556,6.04
US900123CV04,10.08.2024,857,USD,98.787778,7.38,100.701056,6.5
US900123CW86,14.11.2024,953,USD,97.748889,7.51,99.622,6.71
US900123AW05,05.02.2025,1036,USD,100.706653,7.59,102.610625,6.85
US900123CX69,13.03.2025,1072,USD,92.035528,7.42,93.880139,6.7
US900123CZ18,14.10.2025,1287,USD,98.833833,7.76,100.78025,7.13
US900123DB31,26.01.2026,1391,USD,91.070611,7.79,93.018,7.17
US900123CJ75,14.04.2026,1469,USD,89.988556,7.79,91.928167,7.2
US900123CK49,09.10.2026,1647,USD,90.273875,8.14,92.127958,7.62
US900123CL22,25.03.2027,1814,USD,90.703333,8.37,92.640667,7.87
USM88269US88,24.09.2027,1997,USD,100.253667,8.61,101.919444,8.23
US900123CP36,17.02.2028,2143,USD,85.908569,8.37,87.839042,7.91
US900123CQ19,24.10.2028,2393,USD,91.06425,8.49,92.928278,8.09
US900123CT57,26.04.2029,2577,USD,97.872889,8.69,99.87525,8.3
US900123AL40,15.01.2030,2841,USD,120.729875,8.63,123.289847,8.24
US900123CY43,13.03.2030,2898,USD,81.605417,8.55,83.598583,8.16
US900123DA57,15.01.2031,3206,USD,84.21675,8.79,86.054806,8.46
US900123DD96,20.09.2033,4185,USD,84.320889,8.73,86.332,8.43
US900123AT75,14.02.2034,4332,USD,97.981556,8.43,100.257,8.12
US900123AY60,17.03.2036,5094,USD,86.240847,8.64,88.547042,8.33
US900123BB58,05.03.2038,5812,USD,89.148306,8.58,91.683583,8.27
US900123BG46,30.05.2040,6629,USD,85.1665,8.64,87.49,8.36
US900123BJ84,14.01.2041,6858,USD,76.731667,8.68,78.95,8.4
US900123CB40,16.04.2043,7680,USD,69.457083,8.17,71.582167,7.9
US900123CG37,17.02.2045,8353,USD,79.675736,8.79,81.835542,8.54
US900123CM05,11.05.2047,9166,USD,73.068972,8.61,75.204917,8.35
XS1843443356,31.03.2025,1090,EUR,98.991027,5.02,100.95037,4.31
XS1629918415,14.06.2025,1165,EUR,97.797616,4.92,100.003425,4.15
XS1909184753,16.02.2026,1412,EUR,99.590082,5.52,101.768575,4.89
XS2361850527,08.07.2027,1919,EUR,95.719274,6.09,97.841247,5.6
