Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,3045,USD,107.426389,4.79,111.006250,4.31
US900123AW05,05.02.2025,3365,USD,120.401042,4.89,124.003472,4.46
US900123CJ75,14.04.2026,3798,USD,95.425000,4.87,98.984028,4.43
US900123AL40,15.01.2030,5170,USD,169.373264,5.27,173.288194,5.01
US900123AT75,14.02.2034,6661,USD,128.633333,5.65,132.494444,5.37
US900123AY60,17.03.2036,7423,USD,114.703125,5.74,118.548611,5.46
US900123BB58,05.03.2038,8141,USD,120.010417,5.76,123.861111,5.50
US900123BG46,30.05.2040,8958,USD,115.437500,5.81,119.281250,5.55
US900123BJ84,14.01.2041,9187,USD,105.100000,5.77,108.933333,5.50
US900123CB40,16.04.2043,10009,USD,89.460417,5.67,93.278125,5.38
US900123CG37,17.02.2045,10682,USD,114.961458,5.69,118.803472,5.45
