Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,2367,USD,104.263833,4.99,107.827722,4.38
US900123AW05,05.02.2025,2687,USD,114.973764,5.09,118.555708,4.56
US900123CJ75,14.04.2026,3120,USD,95.665111,5.17,99.212333,4.65
US900123CK49,09.10.2026,3298,USD,99.387542,5.28,102.941708,4.79
US900123CL22,25.03.2027,3465,USD,104.85,5.35,108.416667,4.9
US900123AL40,15.01.2030,4492,USD,158.631986,5.52,162.513931,5.2
US900123AT75,14.02.2034,5983,USD,122.444778,5.93,126.283667,5.62
US900123AY60,17.03.2036,6745,USD,109.833069,6.01,113.659458,5.69
US900123BB58,05.03.2038,7463,USD,114.660194,6.03,118.49075,5.75
US900123BG46,30.05.2040,8280,USD,110.4725,6.07,114.2975,5.79
US900123BJ84,14.01.2041,8509,USD,100.755333,6.04,104.472,5.75
US900123CB40,16.04.2043,9331,USD,88.02175,5.96,91.725917,5.66
US900123CG37,17.02.2045,10004,USD,107.261514,6.13,110.985125,5.87
US900123CM05,11.05.2047,10817,USD,97.065194,6.13,100.779083,5.85
XS1629918415,14.06.2025,2816,EUR,99.829836,3.42,101.615452,3.15
