Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,3490,USD,111.039583,4.64,116.0875,4.03
US900123AW05,05.02.2025,3810,USD,122.532639,4.68,127.344097,4.18
US900123AL40,15.01.2030,5615,USD,174.017361,5.04,179.116319,4.72
US900123AT75,14.02.2034,7106,USD,133.127778,5.28,137.944444,4.97
US900123AY60,17.03.2036,7868,USD,122.631944,5.34,127.439236,5.02
US900123BB58,05.03.2038,8586,USD,128.544444,5.37,133.354861,5.07
US900123BG46,30.05.2040,9403,USD,120.45625,5.39,125.2625,5.1
US900123BJ84,14.01.2041,9632,USD,109.033333,5.41,113.833333,5.1
US900123CB40,16.04.2043,10454,USD,96.578125,5.23,101.36875,4.91
US900123CG37,17.02.2045,11127,USD,117.757639,5.44,122.562847,5.17
