Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123AW05,05.02.2025,71,USD,102.397958,6.57,103.545417,0.75
US900123CX69,13.03.2025,107,USD,100.252806,6.28,101.428222,2.38
US900123CZ18,14.10.2025,322,USD,101.612750,5.35,102.914875,3.88
US900123DB31,26.01.2026,426,USD,100.748333,5.49,102.045917,4.37
US900123CJ75,14.04.2026,504,USD,98.700833,5.61,100.019250,4.64
US900123CK49,09.10.2026,682,USD,99.107458,5.75,100.635083,4.90
US900123CL22,25.03.2027,849,USD,101.455667,5.79,103.000667,5.10
USM88269US88,24.09.2027,1032,USD,108.442111,5.89,110.081778,5.30
US900123DF45,15.01.2028,1145,USD,114.537403,5.99,116.179694,5.47
US900123CP36,17.02.2028,1178,USD,98.595375,6.10,100.213083,5.55
US900123CQ19,24.10.2028,1428,USD,100.482444,6.14,102.055486,5.70
US900123DH01,14.03.2029,1569,USD,112.836000,6.41,114.492125,6.01
US900123CT57,26.04.2029,1612,USD,104.891417,6.50,106.508958,6.10
US900123AL40,15.01.2030,1876,USD,130.160181,5.96,132.364139,5.54
US900123CY43,13.03.2030,1933,USD,94.984583,6.63,96.816333,6.21
US900123DJ66,13.07.2030,2055,USD,114.531181,6.71,116.363222,6.35
US900123DA57,15.01.2031,2241,USD,97.764139,6.84,99.608722,6.47
US900123DC14,26.06.2031,2403,USD,96.980917,6.92,98.831875,6.57
US900123DL13,17.07.2032,2790,USD,102.663125,7.10,104.385500,6.82
US900123DG28,19.01.2033,2976,USD,117.187292,7.10,119.073417,6.83
US900123DD96,20.09.2033,3220,USD,97.149667,7.12,99.049833,6.83
US900123AT75,14.02.2034,3367,USD,109.344667,6.94,111.351333,6.67
US900123DK30,15.05.2034,3457,USD,103.148986,7.19,104.912528,6.95
US900123DN78,03.01.2035,3690,USD,95.807944,7.23,97.467111,7.00
US900123AY60,17.03.2036,4129,USD,98.237708,7.28,100.165000,7.03
US900123BB58,05.03.2038,4847,USD,102.511250,7.14,104.824667,6.88
US900123BG46,30.05.2040,5664,USD,95.618000,7.60,97.716250,7.37
US900123BJ84,14.01.2041,5893,USD,86.140000,7.76,88.200000,7.52
US900123CB40,16.04.2043,6715,USD,72.044667,7.82,73.971292,7.58
US900123CG37,17.02.2045,7388,USD,88.475875,7.96,90.425083,7.75
US900123CM05,11.05.2047,8201,USD,77.198583,7.97,79.098500,7.76
XS1843443356,31.03.2025,125,EUR,102.935096,4.79,104.572438,0.15
XS1629918415,14.06.2025,200,EUR,100.890178,4.27,102.529986,1.29
XS1909184753,16.02.2026,447,EUR,105.844973,3.65,107.791388,2.06
XS2361850527,08.07.2027,954,EUR,103.041068,3.81,105.010041,3.04
XS2790222116,21.05.2030,2002,EUR,108.622973,4.89,110.451164,4.52
