Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,2408,USD,108.024944,4.73,111.604806,4.14
US900123AW05,05.02.2025,2728,USD,116.021319,4.83,119.62375,4.32
US900123CJ75,14.04.2026,3161,USD,96.771889,4.92,100.330917,4.42
US900123CK49,09.10.2026,3339,USD,100.403875,5.06,103.971583,4.58
US900123CL22,25.03.2027,3506,USD,110.282667,5.09,113.716,4.67
US900123AL40,15.01.2030,4533,USD,160.032542,5.32,163.947472,5.02
US900123AT75,14.02.2034,6024,USD,124.628889,5.69,128.49,5.39
US900123AY60,17.03.2036,6786,USD,115.705681,5.74,119.551167,5.44
US900123BB58,05.03.2038,7504,USD,120.804639,5.78,124.655333,5.51
US900123BG46,30.05.2040,8321,USD,113.1545,5.82,116.99825,5.55
US900123BJ84,14.01.2041,8550,USD,103.208667,5.79,106.942,5.52
US900123CB40,16.04.2043,9372,USD,90.355083,5.72,94.072792,5.43
US900123CG37,17.02.2045,10045,USD,110.565403,5.85,114.307417,5.61
US900123CM05,11.05.2047,10858,USD,100.185306,5.85,103.915167,5.59
XS1629918415,14.06.2025,2857,EUR,100.725767,3.23,102.511384,2.97
