Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,1352,USD,0.000000,0.00,0.000000,0.00
US900123CF53,22.03.2024,1442,USD,0.000000,0.00,0.000000,0.00
US900123CV04,10.08.2024,1583,USD,0.000000,0.00,0.000000,0.00
US900123CW86,14.11.2024,1679,USD,0.000000,0.00,0.000000,0.00
US900123AW05,05.02.2025,1762,USD,0.000000,0.00,0.000000,0.00
US900123CX69,13.03.2025,1798,USD,0.000000,0.00,0.000000,0.00
US900123CJ75,14.04.2026,2195,USD,0.000000,0.00,0.000000,0.00
US900123CK49,09.10.2026,2373,USD,0.000000,0.00,0.000000,0.00
US900123CL22,25.03.2027,2540,USD,0.000000,0.00,0.000000,0.00
US900123CP36,17.02.2028,2869,USD,0.000000,0.00,0.000000,0.00
US900123CQ19,24.10.2028,3119,USD,0.000000,0.00,0.000000,0.00
US900123CT57,26.04.2029,3303,USD,0.000000,0.00,0.000000,0.00
US900123AL40,15.01.2030,3567,USD,0.000000,0.00,0.000000,0.00
US900123CY43,13.03.2030,3624,USD,0.000000,0.00,0.000000,0.00
US900123AT75,14.02.2034,5058,USD,0.000000,0.00,0.000000,0.00
US900123AY60,17.03.2036,5820,USD,0.000000,0.00,0.000000,0.00
US900123BB58,05.03.2038,6538,USD,0.000000,0.00,0.000000,0.00
US900123BG46,30.05.2040,7355,USD,0.000000,0.00,0.000000,0.00
US900123BJ84,14.01.2041,7584,USD,0.000000,0.00,0.000000,0.00
US900123CB40,16.04.2043,8406,USD,0.000000,0.00,0.000000,0.00
US900123CG37,17.02.2045,9079,USD,0.000000,0.00,0.000000,0.00
US900123CM05,11.05.2047,9892,USD,0.000000,0.00,0.000000,0.00
XS1843443356,31.03.2025,1816,EUR,0.000000,0.00,0.000000,0.00
XS1629918415,14.06.2025,1891,EUR,0.000000,0.00,0.000000,0.00
XS1909184753,16.02.2026,2138,EUR,0.000000,0.00,0.000000,0.00
